hcp_id,specialty,territory_id,region,city_tier,years_in_practice,monthly_patient_volume,category_awareness,brand_awareness,recommendation_rate,digital_engagement,rep_visits_last_quarter,pre_recall_prescriber,competitor_preference
HCP01906,General Practitioner,TR14,West,T1,16,139.0,4,4,0.306,0.481,7,False,D3 Must Forte
HCP01907,Pediatrician,TR14,West,T1,12,213.0,4,3,0.397,0.564,7,True,Arachitol Kids
HCP01908,Pediatrician,TR20,Central,T2,15,321.0,4,4,0.269,0.349,6,True,Arachitol Kids
HCP01909,Pediatrician,TR24,South,T1,18,420.0,3,5,0.352,0.245,5,True,Kidrich D3 Nano
HCP01910,Obstetrician-Gynecologist,TR33,East,T2,14,131.0,4,4,0.16,0.619,3,False,D3 Must Forte
HCP01911,General Practitioner,TR14,West,T1,12,459.0,3,5,0.249,0.633,2,False,Arachitol Kids
HCP01912,General Practitioner,TR31,East,T1,15,392.0,3,5,0.271,0.368,8,True,Kidrich D3 Nano
HCP01913,Obstetrician-Gynecologist,TR36,East,T2,11,207.0,3,2,0.024,0.573,5,False,Uprise-D3
HCP01914,Pediatrician,TR13,West,T1,16,361.0,4,5,0.662,0.579,2,False,Ultra D3
HCP01915,Pediatrician,TR01,North,T1,22,134.0,3,4,0.098,0.32,5,False,D3 Must Forte
HCP01916,General Practitioner,TR23,South,T1,18,139.0,3,3,0.042,0.263,4,False,Uprise-D3
HCP01917,Pediatrician,TR31,East,T1,1,923.0,5,4,0.491,0.763,7,False,Uprise-D3
HCP01918,General Practitioner,TR01,North,T1,16,233.0,4,3,0.204,0.424,9,True,Uprise-D3
HCP01919,Pediatrician,TR08,North,T2,30,301.0,4,4,0.411,0.386,8,False,Uprise-D3
HCP01920,Pediatrician,TR25,South,T3,10,526.0,4,4,0.317,0.502,6,True,Uprise-D3
HCP01921,Pediatrician,TR28,South,T1,20,995.0,4,4,0.567,0.457,12,True,Arachitol Kids
HCP01922,Pediatrician,TR02,North,T1,12,380.0,4,4,0.271,0.668,5,True,Kidrich D3 Nano
HCP01923,General Practitioner,TR14,West,T1,15,122.0,3,4,0.301,0.399,8,True,D3 Must Forte
HCP01924,Pediatrician,TR10,North,T2,5,219.0,5,3,0.094,0.782,4,False,Uprise-D3
HCP01925,Pediatrician,TR35,East,T2,9,185.0,4,1,0.112,0.677,6,True,Arachitol Kids
HCP01926,Pediatrician,TR25,South,T3,14,208.0,4,3,0.33,0.608,8,True,Ultra D3
HCP01927,Obstetrician-Gynecologist,TR16,West,T1,4,163.0,4,5,0.214,0.675,5,False,D3 Must Forte
HCP01928,General Practitioner,TR31,East,T1,25,140.0,2,5,0.116,0.708,2,False,Arachitol Kids
HCP01929,General Practitioner,TR20,Central,T2,5,115.0,3,3,0.115,0.698,4,True,Arachitol Kids
HCP01930,Pediatrician,TR32,East,T3,8,239.0,4,4,0.24,0.448,5,True,D3 Must Forte
HCP01931,Pediatrician,TR10,North,T2,22,252.0,4,4,0.384,0.51,6,True,Kidrich D3 Nano
HCP01932,Pediatrician,TR01,North,T1,9,1006.0,4,4,0.246,0.488,4,False,Kidrich D3 Nano
HCP01933,Pediatrician,TR16,West,T1,10,234.0,5,4,0.373,0.688,4,False,Ultra D3
HCP01934,Pediatrician,TR08,North,T2,12,273.0,5,3,0.219,0.585,5,True,Arachitol Kids
HCP01935,Obstetrician-Gynecologist,TR29,South,T2,11,105.0,4,3,0.092,0.713,3,False,D3 Must Forte
HCP01936,Pediatrician,TR19,Central,T2,4,373.0,5,4,0.542,0.731,4,True,Uprise-D3
HCP01937,Pediatrician,TR12,West,T1,27,242.0,4,3,0.431,0.405,4,True,Other / Generic
HCP01938,Pediatrician,TR28,South,T1,12,331.0,5,5,0.508,0.794,5,True,Uprise-D3
HCP01939,Pediatrician,TR19,Central,T2,14,282.0,4,3,0.388,0.423,4,True,D3 Must Forte
HCP01940,Pediatrician,TR18,West,T3,9,691.0,3,3,0.096,0.493,6,False,Uprise-D3
HCP01941,General Practitioner,TR07,North,T3,2,125.0,4,5,0.35,0.624,2,False,Uprise-D3
HCP01942,Obstetrician-Gynecologist,TR36,East,T2,9,168.0,3,3,0.054,0.591,1,False,Kidrich D3 Nano
HCP01943,General Practitioner,TR24,South,T1,5,69.0,3,3,0.314,0.865,4,True,Other / Generic
HCP01944,Obstetrician-Gynecologist,TR30,South,T2,12,105.0,4,3,0.102,0.793,8,True,Ultra D3
HCP01945,Pediatrician,TR27,South,T2,22,436.0,4,5,0.483,0.703,3,True,Arachitol Kids
HCP01946,General Practitioner,TR18,West,T3,6,80.0,4,3,0.456,0.869,6,True,Arachitol Kids
HCP01947,Obstetrician-Gynecologist,TR01,North,T1,7,45.0,4,3,0.414,0.785,9,True,Uprise-D3
HCP01948,Pediatrician,TR24,South,T1,23,244.0,4,4,0.292,0.46,6,True,Other / Generic
HCP01949,General Practitioner,TR03,North,T2,8,149.0,3,3,0.149,0.618,9,False,Uprise-D3
HCP01950,Neonatologist,TR34,East,T3,33,210.0,4,3,0.065,0.0,4,False,Uprise-D3
HCP01951,General Practitioner,TR10,North,T2,5,127.0,4,2,0.044,0.609,4,False,D3 Must Forte
HCP01952,Pediatrician,TR14,West,T1,6,446.0,5,5,0.698,0.95,2,True,Ultra D3
HCP01953,Pediatrician,TR21,Central,T3,13,359.0,5,4,0.387,0.629,4,True,Ultra D3
HCP01954,General Practitioner,TR18,West,T3,11,138.0,4,3,0.103,0.814,3,False,Other / Generic
HCP01955,Obstetrician-Gynecologist,TR24,South,T1,10,126.0,5,3,0.135,0.538,3,False,D3 Must Forte
HCP01956,Pediatrician,TR28,South,T1,13,164.0,4,4,0.245,0.647,6,True,Arachitol Kids
HCP01957,Pediatrician,TR27,South,T2,30,283.0,3,4,0.421,0.441,1,True,Kidrich D3 Nano
HCP01958,Pediatrician,TR32,East,T3,27,214.0,5,4,0.12,0.479,8,False,Uprise-D3
HCP01959,Pediatrician,TR16,West,T1,6,416.0,4,4,0.447,0.734,4,True,Uprise-D3
HCP01960,General Practitioner,TR19,Central,T2,4,57.0,3,3,0.118,0.891,4,True,D3 Must Forte
HCP01961,Pediatrician,TR31,East,T1,28,220.0,4,5,0.296,0.465,5,False,D3 Must Forte
HCP01962,Pediatrician,TR12,West,T1,23,373.0,4,4,0.14,0.565,5,False,D3 Must Forte
HCP01963,General Practitioner,TR10,North,T2,6,100.0,4,3,0.241,0.658,7,True,Ultra D3
HCP01964,Pediatrician,TR01,North,T1,22,156.0,5,5,0.189,0.45,7,False,Arachitol Kids
HCP01965,General Practitioner,TR26,South,T1,14,187.0,4,4,0.06,0.547,5,False,Kidrich D3 Nano
HCP01966,Pediatrician,TR25,South,T3,17,510.0,5,4,0.106,0.222,6,False,Uprise-D3
HCP01967,Pediatrician,TR12,West,T1,5,323.0,4,3,0.086,0.533,7,False,Ultra D3
HCP01968,Obstetrician-Gynecologist,TR04,North,T2,18,66.0,4,3,0.22,0.66,4,True,Uprise-D3
HCP01969,Pediatrician,TR01,North,T1,18,948.0,3,3,0.328,0.417,9,False,Uprise-D3
HCP01970,Pediatrician,TR17,West,T2,3,233.0,5,5,0.291,0.402,5,False,Uprise-D3
HCP01971,Pediatrician,TR08,North,T2,17,437.0,5,4,0.443,0.258,6,False,Uprise-D3
HCP01972,General Practitioner,TR28,South,T1,13,128.0,3,4,0.074,0.403,7,False,Arachitol Kids
HCP01973,Pediatrician,TR34,East,T3,2,592.0,5,5,0.22,0.511,7,True,Ultra D3
HCP01974,Pediatrician,TR28,South,T1,12,556.0,4,3,0.254,0.636,12,True,Kidrich D3 Nano
HCP01975,Pediatrician,TR30,South,T2,21,242.0,5,4,0.596,0.563,7,True,Arachitol Kids
HCP01976,Obstetrician-Gynecologist,TR36,East,T2,3,149.0,4,3,0.079,0.81,4,False,Other / Generic
HCP01977,General Practitioner,TR27,South,T2,23,243.0,4,2,0.198,0.594,1,False,Other / Generic
HCP01978,Obstetrician-Gynecologist,TR22,Central,T3,10,113.0,4,5,0.351,0.621,3,False,Kidrich D3 Nano
HCP01979,General Practitioner,TR28,South,T1,9,477.0,4,3,0.116,0.622,9,False,Ultra D3
HCP01980,Obstetrician-Gynecologist,TR22,Central,T3,27,164.0,3,2,0.052,0.34,6,False,D3 Must Forte
HCP01981,Pediatrician,TR16,West,T1,6,350.0,5,4,0.253,0.616,2,False,D3 Must Forte
HCP01982,Pediatrician,TR01,North,T1,17,170.0,4,3,0.183,0.804,4,True,D3 Must Forte
HCP01983,Obstetrician-Gynecologist,TR24,South,T1,9,303.0,5,4,0.057,0.73,7,False,Other / Generic
HCP01984,Obstetrician-Gynecologist,TR31,East,T1,4,99.0,4,4,0.634,0.964,5,True,No alternative (DePURA loyal)
HCP01985,Obstetrician-Gynecologist,TR26,South,T1,8,178.0,4,3,0.25,0.716,3,False,Arachitol Kids
HCP01986,Neonatologist,TR15,West,T2,18,195.0,4,4,0.374,0.426,8,True,Arachitol Kids
HCP01987,General Practitioner,TR23,South,T1,11,169.0,3,4,0.072,0.568,1,False,Ultra D3
HCP01988,Pediatrician,TR28,South,T1,13,544.0,3,4,0.534,0.443,7,True,Arachitol Kids
HCP01989,General Practitioner,TR27,South,T2,11,257.0,3,3,0.061,0.472,5,False,Ultra D3
HCP01990,Pediatrician,TR17,West,T2,37,290.0,4,5,0.496,0.125,8,True,Uprise-D3
HCP01991,General Practitioner,TR14,West,T1,12,266.0,4,4,0.141,0.778,9,False,Ultra D3
HCP01992,Obstetrician-Gynecologist,TR15,West,T2,3,261.0,4,3,0.162,0.865,9,False,Uprise-D3
HCP01993,General Practitioner,TR32,East,T3,9,149.0,3,3,0.074,0.927,9,False,Arachitol Kids
HCP01994,Pediatrician,TR06,North,T2,14,283.0,3,4,0.348,0.552,2,False,Arachitol Kids
HCP01995,General Practitioner,TR31,East,T1,6,92.0,3,3,0.239,0.579,2,True,Arachitol Kids
HCP01996,Obstetrician-Gynecologist,TR08,North,T2,20,76.0,4,4,0.083,0.67,9,False,Arachitol Kids
HCP01997,Pediatrician,TR36,East,T2,3,401.0,3,3,0.082,0.479,4,False,Uprise-D3
HCP01998,Pediatrician,TR16,West,T1,19,556.0,5,4,0.222,0.64,4,False,Ultra D3
HCP01999,General Practitioner,TR26,South,T1,11,81.0,4,4,0.148,0.566,6,False,Other / Generic
HCP02000,Obstetrician-Gynecologist,TR26,South,T1,11,115.0,4,2,0.039,0.435,8,False,Uprise-D3
HCP02001,General Practitioner,TR28,South,T1,32,89.0,3,3,0.046,0.353,7,False,Uprise-D3
HCP02002,General Practitioner,TR28,South,T1,11,175.0,3,5,0.469,0.444,6,False,Kidrich D3 Nano
HCP02003,Pediatrician,TR01,North,T1,9,175.0,4,3,0.325,0.583,2,True,Arachitol Kids
HCP02004,Pediatrician,TR12,West,T1,13,791.0,5,5,0.825,0.595,7,True,No alternative (DePURA loyal)
HCP02005,Obstetrician-Gynecologist,TR09,North,T2,18,66.0,5,3,0.056,0.599,3,False,Uprise-D3
HCP02006,Pediatrician,TR26,South,T1,18,429.0,4,5,0.233,0.604,2,False,Kidrich D3 Nano
HCP02007,Pediatrician,TR25,South,T3,9,322.0,5,4,0.186,0.837,5,False,Kidrich D3 Nano
HCP02008,Pediatrician,TR12,West,T1,40,555.0,3,4,0.464,0.139,7,True,Uprise-D3
HCP02009,Pediatrician,TR28,South,T1,12,746.0,5,4,0.416,,9,True,Arachitol Kids
HCP02010,Pediatrician,TR13,West,T1,20,263.0,5,3,0.109,0.438,6,False,Other / Generic
HCP02011,General Practitioner,TR13,West,T1,10,106.0,5,5,0.215,0.627,3,True,Kidrich D3 Nano
HCP02012,Pediatrician,TR15,West,T2,13,791.0,4,4,0.363,0.622,7,True,D3 Must Forte
HCP02013,General Practitioner,TR27,South,T2,19,147.0,4,4,0.251,0.42,5,True,Arachitol Kids
HCP02014,Pediatrician,TR01,North,T1,15,329.0,4,3,0.202,0.725,12,False,Kidrich D3 Nano
HCP02015,Obstetrician-Gynecologist,TR32,East,T3,16,109.0,5,3,0.09,0.466,4,False,Arachitol Kids
HCP02016,Pediatrician,TR26,South,T1,20,227.0,5,2,0.379,0.599,7,True,Uprise-D3
HCP02017,Pediatrician,TR23,South,T1,16,606.0,4,5,0.543,0.455,4,True,Uprise-D3
HCP02018,Pediatrician,TR10,North,T2,31,543.0,5,4,0.143,0.346,6,False,Uprise-D3
HCP02019,Neonatologist,TR28,South,T1,8,434.0,5,4,0.135,0.447,10,False,Ultra D3
HCP02020,General Practitioner,TR31,East,T1,26,140.0,3,4,0.189,0.789,2,True,Arachitol Kids
HCP02021,General Practitioner,TR18,West,T3,17,234.0,4,3,0.183,0.321,7,True,Uprise-D3
HCP02022,Pediatrician,TR12,West,T1,2,374.0,3,5,0.695,0.77,4,True,D3 Must Forte
HCP02023,Pediatrician,TR14,West,T1,28,332.0,4,5,0.267,0.131,9,False,Kidrich D3 Nano
HCP02024,Neonatologist,TR15,West,T2,4,157.0,4,4,0.129,0.532,5,False,Arachitol Kids
HCP02025,Pediatrician,TR12,West,T1,18,295.0,4,5,0.297,0.602,2,False,Kidrich D3 Nano
HCP02026,General Practitioner,TR26,South,T1,13,235.0,3,4,0.066,0.478,3,False,Arachitol Kids
HCP02027,Obstetrician-Gynecologist,TR13,West,T1,13,42.0,4,3,0.082,0.413,2,False,Uprise-D3
HCP02028,General Practitioner,TR29,South,T2,14,156.0,5,2,0.039,0.481,1,False,Arachitol Kids
HCP02029,Pediatrician,TR16,West,T1,21,421.0,4,4,0.373,0.54,1,False,D3 Must Forte
HCP02030,Pediatrician,TR24,South,T1,13,1057.0,5,5,0.573,0.631,3,True,Uprise-D3
HCP02031,Pediatrician,TR34,East,T3,4,778.0,4,3,0.231,0.682,5,True,Arachitol Kids
HCP02032,Neonatologist,TR16,West,T1,7,116.0,4,5,0.53,0.607,5,True,Ultra D3
HCP02033,Obstetrician-Gynecologist,TR06,North,T2,19,174.0,4,3,0.029,0.299,1,False,Uprise-D3
HCP02034,Pediatrician,TR20,Central,T2,12,452.0,3,2,0.042,0.586,9,False,Other / Generic
HCP02035,Obstetrician-Gynecologist,TR18,West,T3,12,138.0,3,2,0.252,0.675,2,True,Ultra D3
HCP02036,Pediatrician,TR28,South,T1,5,671.0,5,5,0.669,0.78,10,False,D3 Must Forte
HCP02037,Pediatrician,TR31,East,T1,9,134.0,4,4,0.506,0.673,14,True,Kidrich D3 Nano
HCP02038,Pediatrician,TR26,South,T1,3,320.0,4,3,0.21,0.462,4,True,Kidrich D3 Nano
HCP02039,Obstetrician-Gynecologist,TR35,East,T2,12,129.0,4,3,0.077,0.458,2,True,Arachitol Kids
HCP02040,Pediatrician,TR12,West,T1,16,276.0,4,4,0.419,0.515,3,True,Arachitol Kids
HCP02041,Pediatrician,TR10,North,T2,9,288.0,4,3,0.178,0.773,8,True,Uprise-D3
HCP02042,Pediatrician,TR12,West,T1,23,168.0,3,3,0.278,0.439,6,True,Kidrich D3 Nano
HCP02043,Pediatrician,TR24,South,T1,10,640.0,4,3,0.236,0.657,1,True,Arachitol Kids
HCP02044,Pediatrician,TR10,North,T2,19,263.0,3,3,0.197,0.176,6,True,Other / Generic
HCP02045,Pediatrician,TR02,North,T1,27,207.0,5,4,0.111,0.604,8,False,Arachitol Kids
HCP02046,Obstetrician-Gynecologist,TR36,East,T2,17,132.0,4,2,0.203,0.504,6,True,Ultra D3
HCP02047,Neonatologist,TR13,West,T1,18,361.0,4,2,0.057,0.546,4,False,Arachitol Kids
HCP02048,Pediatrician,TR09,North,T2,8,216.0,4,2,0.144,0.498,6,False,Arachitol Kids
HCP02049,Neonatologist,TR14,West,T1,13,215.0,5,3,0.073,0.348,9,False,Arachitol Kids
HCP02050,Obstetrician-Gynecologist,TR05,North,T2,11,86.0,4,3,0.156,0.394,4,False,Ultra D3
HCP02051,Obstetrician-Gynecologist,TR01,North,T1,3,109.0,4,4,0.162,0.636,6,False,D3 Must Forte
HCP02052,Pediatrician,TR12,West,T1,29,327.0,3,4,0.101,0.276,4,False,Arachitol Kids
HCP02053,Obstetrician-Gynecologist,TR13,West,T1,32,121.0,5,3,0.097,0.217,3,False,Uprise-D3
HCP02054,General Practitioner,TR28,South,T1,2,228.0,4,5,0.51,,7,True,Uprise-D3
HCP02055,Pediatrician,TR16,West,T1,17,623.0,5,3,0.196,0.604,5,False,Arachitol Kids
HCP02056,General Practitioner,TR26,South,T1,5,192.0,4,3,0.145,0.745,5,False,Arachitol Kids
HCP02057,Pediatrician,TR26,South,T1,15,285.0,5,3,0.407,,6,True,Uprise-D3
HCP02058,General Practitioner,TR28,South,T1,21,129.0,3,3,0.142,0.561,6,False,Arachitol Kids
HCP02059,General Practitioner,TR32,East,T3,10,142.0,3,2,0.11,0.688,6,False,D3 Must Forte
HCP02060,Pediatrician,TR18,West,T3,15,338.0,4,3,0.149,0.648,11,False,D3 Must Forte
HCP02061,Pediatrician,TR03,North,T2,17,133.0,5,2,0.042,0.331,3,False,Uprise-D3
HCP02062,Obstetrician-Gynecologist,TR01,North,T1,8,193.0,4,3,0.118,0.739,7,True,Kidrich D3 Nano
HCP02063,Pediatrician,TR07,North,T3,3,261.0,3,3,0.167,0.705,10,False,Other / Generic
HCP02064,Obstetrician-Gynecologist,TR29,South,T2,17,78.0,4,3,0.061,0.528,2,True,Other / Generic
HCP02065,General Practitioner,TR22,Central,T3,7,92.0,4,3,0.122,0.736,2,True,Other / Generic
HCP02066,Pediatrician,TR04,North,T2,8,347.0,3,5,0.251,0.603,4,False,Kidrich D3 Nano
HCP02067,Pediatrician,TR04,North,T2,22,95.0,3,4,0.169,0.498,10,False,Arachitol Kids
HCP02068,Neonatologist,TR31,East,T1,24,425.0,4,4,0.401,0.444,4,True,Ultra D3
HCP02069,Neonatologist,TR19,Central,T2,5,182.0,3,3,0.192,0.766,7,False,Uprise-D3
HCP02070,Pediatrician,TR06,North,T2,6,131.0,2,3,0.318,0.699,2,True,Arachitol Kids
HCP02071,Pediatrician,TR31,East,T1,9,363.0,4,3,0.175,0.828,7,False,Ultra D3
HCP02072,Pediatrician,TR26,South,T1,9,560.0,4,3,0.179,0.699,5,True,Arachitol Kids
HCP02073,General Practitioner,TR16,West,T1,17,103.0,4,3,0.069,0.619,5,False,Arachitol Kids
HCP02074,Pediatrician,TR16,West,T1,19,336.0,4,4,0.205,0.367,4,False,D3 Must Forte
HCP02075,Pediatrician,TR24,South,T1,2,751.0,4,4,0.148,0.704,2,False,Uprise-D3
HCP02076,Pediatrician,TR13,West,T1,5,471.0,3,5,0.605,0.759,8,True,No alternative (DePURA loyal)
HCP02077,Neonatologist,TR36,East,T2,11,341.0,5,3,0.282,0.559,6,True,Arachitol Kids
HCP02078,Pediatrician,TR28,South,T1,27,116.0,4,3,0.429,0.497,8,True,Uprise-D3
HCP02079,General Practitioner,TR24,South,T1,17,148.0,4,5,0.238,0.664,5,False,Arachitol Kids
HCP02080,Pediatrician,TR25,South,T3,15,631.0,5,3,0.247,0.677,12,True,D3 Must Forte
HCP02081,General Practitioner,TR36,East,T2,3,269.0,4,3,0.08,0.577,3,False,Uprise-D3
HCP02082,General Practitioner,TR01,North,T1,14,106.0,4,4,0.198,0.581,10,False,Uprise-D3
HCP02083,Obstetrician-Gynecologist,TR01,North,T1,8,408.0,4,4,0.121,0.598,4,False,Kidrich D3 Nano
HCP02084,General Practitioner,TR28,South,T1,5,153.0,4,3,0.237,0.865,7,True,Arachitol Kids
HCP02085,Pediatrician,TR09,North,T2,9,270.0,5,4,0.404,0.506,6,True,Ultra D3
HCP02086,Pediatrician,TR25,South,T3,6,246.0,5,4,0.302,0.623,9,True,Uprise-D3
HCP02087,Pediatrician,TR18,West,T3,14,501.0,5,4,0.32,0.563,4,True,Uprise-D3
HCP02088,Pediatrician,TR13,West,T1,14,294.0,5,4,0.176,0.831,2,False,Arachitol Kids
HCP02089,Neonatologist,TR10,North,T2,19,358.0,4,4,0.232,0.404,8,False,Arachitol Kids
HCP02090,Pediatrician,TR28,South,T1,10,473.0,5,4,0.262,0.681,7,True,Arachitol Kids
HCP02091,Obstetrician-Gynecologist,TR06,North,T2,5,146.0,5,5,0.353,0.873,3,True,D3 Must Forte
HCP02092,Pediatrician,TR05,North,T2,6,157.0,5,4,0.414,,6,False,Ultra D3
HCP02093,Obstetrician-Gynecologist,TR16,West,T1,29,73.0,5,4,0.161,0.281,6,False,Ultra D3
HCP02094,Obstetrician-Gynecologist,TR04,North,T2,11,102.0,5,3,0.175,0.846,8,True,D3 Must Forte
HCP02095,General Practitioner,TR24,South,T1,14,130.0,3,3,0.116,0.775,1,False,Arachitol Kids
HCP02096,Pediatrician,TR36,East,T2,19,298.0,5,4,0.233,0.492,7,False,Ultra D3
HCP02097,Obstetrician-Gynecologist,TR27,South,T2,13,79.0,4,4,0.054,0.445,1,False,Arachitol Kids
HCP02098,Obstetrician-Gynecologist,TR23,South,T1,8,114.0,4,4,0.042,0.536,3,False,Arachitol Kids
HCP02099,Pediatrician,TR14,West,T1,20,606.0,4,4,0.382,0.211,11,True,Other / Generic
HCP02100,Neonatologist,TR36,East,T2,5,182.0,5,4,0.328,0.533,3,True,Ultra D3
HCP02101,Obstetrician-Gynecologist,TR31,East,T1,10,47.0,5,5,0.18,0.818,6,False,Arachitol Kids
HCP02102,Pediatrician,TR29,South,T2,11,618.0,5,3,0.158,0.735,7,False,Arachitol Kids
HCP02103,Pediatrician,TR09,North,T2,6,222.0,4,4,0.218,,4,False,D3 Must Forte
HCP02104,Pediatrician,TR04,North,T2,15,302.0,5,5,0.239,0.497,5,False,Uprise-D3
HCP02105,Pediatrician,TR06,North,T2,2,501.0,4,4,0.391,0.593,4,False,Arachitol Kids
HCP02106,Obstetrician-Gynecologist,TR11,North,T3,17,51.0,5,2,0.137,0.782,7,False,Arachitol Kids
HCP02107,Obstetrician-Gynecologist,TR02,North,T1,14,203.0,5,3,0.136,0.601,8,False,D3 Must Forte
HCP02108,Pediatrician,TR31,East,T1,26,358.0,4,4,0.327,0.322,9,False,Kidrich D3 Nano
HCP02109,General Practitioner,TR07,North,T3,15,72.0,4,3,0.02,0.504,3,False,D3 Must Forte
HCP02110,Pediatrician,TR09,North,T2,32,448.0,5,3,0.113,0.473,8,False,Kidrich D3 Nano
HCP02111,Pediatrician,TR31,East,T1,5,277.0,4,5,0.417,0.527,6,True,D3 Must Forte
HCP02112,General Practitioner,TR34,East,T3,6,86.0,5,3,0.033,0.519,1,False,Other / Generic
HCP02113,General Practitioner,TR09,North,T2,19,234.0,3,4,0.333,0.596,6,True,Uprise-D3
HCP02114,Pediatrician,TR12,West,T1,16,444.0,4,4,0.609,0.602,3,True,Uprise-D3
HCP02115,Pediatrician,TR28,South,T1,5,244.0,5,4,0.568,0.588,5,True,Arachitol Kids
HCP02116,Obstetrician-Gynecologist,TR35,East,T2,6,120.0,4,2,0.038,0.69,3,False,Arachitol Kids
HCP02117,Pediatrician,TR24,South,T1,19,524.0,4,3,0.393,0.424,3,False,Other / Generic
HCP02118,Pediatrician,TR16,West,T1,23,647.0,4,3,0.106,0.617,6,True,Uprise-D3
HCP02119,Neonatologist,TR24,South,T1,10,208.5,4,3,0.154,0.629,9,False,Kidrich D3 Nano
HCP02120,Obstetrician-Gynecologist,TR28,South,T1,21,160.0,3,4,0.038,,3,False,Kidrich D3 Nano
HCP02121,General Practitioner,TR03,North,T2,22,173.0,4,4,0.255,0.22,10,True,Other / Generic
HCP02122,Pediatrician,TR16,West,T1,15,447.0,4,4,0.227,0.405,5,True,Arachitol Kids
HCP02123,General Practitioner,TR30,South,T2,21,110.0,4,3,0.028,0.358,4,False,Kidrich D3 Nano
HCP02124,General Practitioner,TR26,South,T1,12,232.0,3,3,0.062,0.797,2,False,Other / Generic
HCP02125,Pediatrician,TR05,North,T2,7,500.0,5,3,0.26,0.819,4,False,Arachitol Kids
HCP02126,Pediatrician,TR27,South,T2,23,365.0,4,4,0.23,0.519,3,False,Arachitol Kids
HCP02127,Pediatrician,TR24,South,T1,28,243.0,5,4,0.275,0.371,10,True,Arachitol Kids
HCP02128,Pediatrician,TR11,North,T3,9,534.0,5,4,0.387,0.675,4,True,Uprise-D3
HCP02129,Neonatologist,TR13,West,T1,23,311.0,4,5,0.306,0.777,5,False,Arachitol Kids
HCP02130,General Practitioner,TR13,West,T1,3,350.0,2,4,0.329,0.959,5,True,Arachitol Kids
HCP02131,Pediatrician,TR36,East,T2,8,1556.0,4,4,0.358,0.564,7,True,Arachitol Kids
HCP02132,Pediatrician,TR07,North,T3,22,193.0,5,4,0.11,0.314,7,False,D3 Must Forte
HCP02133,Pediatrician,TR29,South,T2,8,356.0,4,1,0.127,0.42,2,True,Arachitol Kids
HCP02134,Pediatrician,TR19,Central,T2,13,218.0,5,2,0.086,0.765,2,False,Ultra D3
HCP02135,Pediatrician,TR31,East,T1,14,272.0,4,5,0.508,0.546,6,True,Arachitol Kids
HCP02136,Neonatologist,TR36,East,T2,19,106.0,4,3,0.111,0.603,13,False,Other / Generic
HCP02137,Obstetrician-Gynecologist,TR34,East,T3,16,100.0,5,3,0.131,0.476,9,False,D3 Must Forte
HCP02138,Neonatologist,TR30,South,T2,23,187.0,4,4,0.187,0.622,6,False,Arachitol Kids
HCP02139,Pediatrician,TR15,West,T2,11,323.0,4,4,0.147,0.653,6,False,Arachitol Kids
HCP02140,Obstetrician-Gynecologist,TR12,West,T1,4,134.0,5,3,0.258,0.745,5,False,Kidrich D3 Nano
HCP02141,General Practitioner,TR13,West,T1,13,191.0,3,4,0.124,0.642,2,False,Kidrich D3 Nano
HCP02142,Pediatrician,TR24,South,T1,14,471.0,5,4,0.145,0.646,7,False,Kidrich D3 Nano
HCP02143,Pediatrician,TR13,West,T1,23,286.0,4,3,0.306,0.637,5,False,Uprise-D3
HCP02144,Pediatrician,TR16,West,T1,7,385.0,4,4,0.302,0.875,3,False,Arachitol Kids
HCP02145,Pediatrician,TR02,North,T1,23,279.0,3,3,0.339,0.655,7,False,Uprise-D3
HCP02146,Obstetrician-Gynecologist,TR28,South,T1,36,59.0,4,4,0.454,0.252,7,True,Kidrich D3 Nano
HCP02147,General Practitioner,TR03,North,T2,7,34.0,3,2,0.033,0.555,5,False,Ultra D3
HCP02148,Neonatologist,TR13,West,T1,5,205.0,4,2,0.214,0.676,7,True,D3 Must Forte
HCP02149,General Practitioner,TR23,South,T1,5,272.0,4,3,0.198,0.787,6,True,Arachitol Kids
HCP02150,Pediatrician,TR19,Central,T2,20,251.0,4,4,0.258,0.582,7,False,Uprise-D3
HCP02151,Pediatrician,TR31,East,T1,16,509.0,4,3,0.597,0.629,7,True,Arachitol Kids
HCP02152,Pediatrician,TR24,South,T1,8,247.0,4,4,0.136,0.603,6,False,Arachitol Kids
HCP02153,Obstetrician-Gynecologist,TR28,South,T1,11,150.0,5,2,0.096,0.687,6,True,Other / Generic
HCP02154,Pediatrician,TR12,West,T1,15,240.0,3,4,0.246,0.377,3,True,Uprise-D3
HCP02155,Pediatrician,TR04,North,T2,10,252.0,5,3,0.139,0.142,4,False,D3 Must Forte
HCP02156,Pediatrician,TR27,South,T2,9,576.0,3,4,0.41,0.49,6,False,Other / Generic
HCP02157,Obstetrician-Gynecologist,TR05,North,T2,28,88.0,4,3,0.136,0.361,2,True,Uprise-D3
HCP02158,Pediatrician,TR29,South,T2,17,416.0,4,2,0.349,0.642,8,True,Uprise-D3
HCP02159,Pediatrician,TR34,East,T3,9,385.0,5,3,0.209,0.378,2,True,Uprise-D3
HCP02160,General Practitioner,TR12,West,T1,21,175.0,5,3,0.027,0.489,5,False,Uprise-D3
HCP02161,Pediatrician,TR27,South,T2,6,290.0,5,5,0.559,0.566,4,True,Other / Generic
HCP02162,General Practitioner,TR16,West,T1,19,284.0,3,3,0.078,0.545,3,False,Kidrich D3 Nano
