consumer_id,child_age_group,region,city_tier,awareness,price_sensitivity,brand_trust,adherence_score,current_brand,consumer_segment
CON02265,0-12 months,East,T2,3,3.0,4,0.516,Other brand,Mainstream
CON02266,13-18 years,South,T1,4,4.0,2,0.713,Other brand,Price-sensitive
CON02267,6-12 years,South,T1,3,3.0,4,0.539,Not currently buying,Mainstream
CON02268,0-12 months,South,T1,3,3.0,3,0.703,Not currently buying,Convenience-driven
CON02269,6-12 years,North,T3,4,4.0,3,0.789,Other brand,Price-sensitive
CON02270,0-12 months,South,T2,2,4.0,5,0.648,Other brand,Low-awareness
CON02271,1-5 years,West,T3,5,5.0,4,0.57,DePURA Kids,Price-sensitive
CON02272,1-5 years,North,T3,3,2.0,3,0.808,Other brand,Mainstream
CON02273,0-12 months,South,T1,3,4.0,4,0.701,Other brand,Price-sensitive
CON02274,13-18 years,East,T1,3,2.0,3,0.767,Other brand,Mainstream
CON02275,0-12 months,South,T1,2,4.0,4,0.449,Other brand,Low-awareness
CON02276,0-12 months,South,T1,4,2.0,3,0.61,Other brand,Convenience-driven
CON02277,6-12 years,West,T1,4,3.0,4,0.614,Not currently buying,Mainstream
CON02278,0-12 months,West,T1,3,2.0,2,0.667,Other brand,Mainstream
CON02279,6-12 years,South,T2,3,3.0,4,0.346,Other brand,Convenience-driven
CON02280,6-12 years,South,T2,3,3.0,5,1.0,DePURA Kids,Health-conscious
CON02281,6-12 years,East,T1,5,3.0,4,0.518,Other brand,Convenience-driven
CON02282,6-12 years,East,T3,4,4.0,1,0.557,DePURA Kids,Price-sensitive
CON02283,6-12 years,West,T1,5,3.0,3,0.566,Other brand,Mainstream
CON02284,0-12 months,South,T1,4,3.0,5,0.608,DePURA Kids,Mainstream
CON02285,1-5 years,Central,T3,5,4.0,3,0.839,Other brand,Price-sensitive
CON02286,1-5 years,West,T1,3,3.0,2,0.586,Other brand,Convenience-driven
CON02287,0-12 months,Central,T3,3,3.0,4,0.907,Not currently buying,Health-conscious
CON02288,0-12 months,East,T2,3,4.0,2,0.582,Other brand,Price-sensitive
CON02289,1-5 years,East,T3,3,4.0,5,0.688,Not currently buying,Price-sensitive
CON02290,1-5 years,Central,T2,3,2.0,5,0.749,Other brand,Health-conscious
CON02291,0-12 months,North,T2,3,4.0,3,0.955,Other brand,Price-sensitive
CON02292,1-5 years,South,T2,5,3.0,5,0.75,DePURA Kids,Convenience-driven
CON02293,13-18 years,East,T1,4,3.0,4,0.438,Other brand,Mainstream
CON02294,1-5 years,Central,T3,5,5.0,3,0.516,Not currently buying,Price-sensitive
CON02295,0-12 months,West,T3,2,3.0,3,0.346,Not currently buying,Low-awareness
CON02296,0-12 months,North,T3,3,4.0,4,0.473,DePURA Kids,Price-sensitive
CON02297,1-5 years,West,T1,3,3.0,3,0.335,DePURA Kids,Mainstream
CON02298,0-12 months,North,T1,3,2.0,4,0.579,DePURA Kids,Convenience-driven
CON02299,1-5 years,West,T1,4,2.0,4,0.931,Other brand,Health-conscious
CON02300,1-5 years,North,T2,4,2.0,4,0.751,Other brand,Health-conscious
CON02301,0-12 months,Central,T2,3,3.0,4,0.72,Not currently buying,Health-conscious
CON02302,0-12 months,North,T3,4,3.0,4,0.748,DePURA Kids,Health-conscious
CON02303,0-12 months,East,T1,4,4.0,3,0.598,Other brand,Price-sensitive
CON02304,0-12 months,North,T2,3,3.0,5,0.746,Not currently buying,Convenience-driven
CON02305,0-12 months,West,T1,2,2.0,3,0.529,Other brand,Low-awareness
CON02306,13-18 years,North,T2,3,5.0,3,0.847,Other brand,Price-sensitive
CON02307,1-5 years,Central,T3,5,3.0,3,0.417,Other brand,Mainstream
CON02308,0-12 months,West,T1,5,1.0,3,0.896,DePURA Kids,Convenience-driven
CON02309,0-12 months,North,T2,5,2.0,4,0.759,Not currently buying,Health-conscious
CON02310,0-12 months,South,T1,4,4.0,3,0.938,Other brand,Price-sensitive
CON02311,13-18 years,Central,T3,4,3.0,4,0.613,Other brand,Convenience-driven
CON02312,6-12 years,North,T2,4,3.0,4,0.39,Other brand,Convenience-driven
CON02313,1-5 years,East,T2,4,2.0,3,0.517,Other brand,Mainstream
CON02314,6-12 years,South,T1,3,4.0,3,0.778,Not currently buying,Price-sensitive
CON02315,13-18 years,South,T1,3,3.0,5,0.357,Not currently buying,Convenience-driven
CON02316,6-12 years,East,T3,2,4.0,5,0.738,Other brand,Low-awareness
CON02317,0-12 months,South,T2,4,3.0,4,0.677,DePURA Kids,Mainstream
CON02318,1-5 years,West,T3,5,2.0,3,0.843,Not currently buying,Mainstream
CON02319,1-5 years,East,T2,3,3.0,3,0.684,Other brand,Mainstream
CON02320,0-12 months,South,T1,5,3.0,3,0.784,Other brand,Mainstream
CON02321,6-12 years,North,T2,3,4.0,4,0.43,Other brand,Price-sensitive
CON02322,6-12 years,North,T2,3,5.0,4,0.617,Other brand,Price-sensitive
CON02323,0-12 months,North,T2,4,3.0,5,0.509,Other brand,Convenience-driven
CON02324,0-12 months,West,T1,5,2.0,4,0.806,Other brand,Health-conscious
CON02325,0-12 months,North,T1,4,3.0,3,0.691,Not currently buying,Convenience-driven
CON02326,6-12 years,Central,T3,5,4.0,4,0.428,Other brand,Price-sensitive
CON02327,6-12 years,West,T1,3,2.0,4,0.396,Other brand,Convenience-driven
CON02328,1-5 years,West,T1,4,3.0,3,0.487,Other brand,Mainstream
CON02329,6-12 years,West,T1,3,3.0,3,0.328,Other brand,Convenience-driven
CON02330,6-12 years,West,T1,3,3.0,2,0.803,DePURA Kids,Convenience-driven
CON02331,0-12 months,East,T2,1,4.0,5,0.41,Other brand,Low-awareness
CON02332,1-5 years,West,T1,3,2.0,2,0.453,Other brand,Mainstream
CON02333,1-5 years,East,T2,2,4.0,4,0.778,Other brand,Low-awareness
CON02334,0-12 months,East,T1,5,4.0,4,0.538,Other brand,Price-sensitive
CON02335,1-5 years,West,T1,5,2.0,4,0.777,DePURA Kids,Convenience-driven
CON02336,0-12 months,North,T1,3,5.0,4,0.842,Other brand,Price-sensitive
CON02337,0-12 months,East,T1,4,1.0,5,0.818,Other brand,Health-conscious
CON02338,1-5 years,North,T2,2,4.0,4,0.446,Not currently buying,Low-awareness
CON02339,0-12 months,North,T1,4,3.0,4,0.832,Not currently buying,Convenience-driven
CON02340,0-12 months,East,T1,5,2.0,5,0.767,Other brand,Health-conscious
CON02341,6-12 years,South,T1,2,3.0,4,0.292,Other brand,Low-awareness
CON02342,0-12 months,North,T3,3,3.0,4,0.822,DePURA Kids,Health-conscious
CON02343,0-12 months,West,T1,4,2.0,4,0.585,Not currently buying,Convenience-driven
CON02344,1-5 years,South,T2,4,2.0,4,0.708,Other brand,Health-conscious
CON02345,13-18 years,North,T2,4,3.0,3,0.581,Other brand,Mainstream
CON02346,0-12 months,South,T2,5,3.0,3,0.905,Other brand,Convenience-driven
CON02347,6-12 years,West,T2,5,2.0,3,0.717,Not currently buying,Convenience-driven
CON02348,6-12 years,South,T2,5,2.0,5,0.268,Other brand,Mainstream
CON02349,1-5 years,South,T1,5,3.0,4,0.614,DePURA Kids,Mainstream
CON02350,13-18 years,East,T2,5,3.0,5,0.753,Other brand,Health-conscious
CON02351,13-18 years,East,T1,5,4.0,2,0.809,Other brand,Price-sensitive
CON02352,0-12 months,West,T1,4,3.0,5,0.948,Other brand,Health-conscious
CON02353,1-5 years,West,T3,4,4.0,3,0.518,Other brand,Price-sensitive
CON02354,0-12 months,East,T3,2,4.0,5,0.72,DePURA Kids,Low-awareness
CON02355,0-12 months,North,T2,3,3.0,4,0.638,DePURA Kids,Mainstream
CON02356,0-12 months,West,T1,4,3.0,3,0.8,Not currently buying,Mainstream
CON02357,1-5 years,South,T1,4,2.0,2,0.691,Other brand,Mainstream
CON02358,1-5 years,West,T1,5,3.0,4,0.444,Other brand,Convenience-driven
CON02359,0-12 months,North,T2,4,2.0,4,0.793,Not currently buying,Health-conscious
CON02360,13-18 years,North,T2,5,4.0,3,0.386,Other brand,Price-sensitive
CON02361,13-18 years,West,T1,3,3.0,4,0.61,Other brand,Mainstream
CON02362,1-5 years,East,T1,5,5.0,5,0.445,DePURA Kids,Price-sensitive
CON02363,13-18 years,Central,T3,4,4.0,3,0.508,Other brand,Price-sensitive
CON02364,0-12 months,West,T1,4,2.0,3,0.818,Other brand,Mainstream
CON02365,1-5 years,North,T2,2,4.0,3,0.935,Other brand,Low-awareness
CON02366,0-12 months,South,T1,4,5.0,4,0.341,Other brand,Price-sensitive
CON02367,0-12 months,North,T3,4,4.0,4,0.669,DePURA Kids,Price-sensitive
CON02368,1-5 years,North,T1,5,3.0,2,0.509,Other brand,Mainstream
CON02369,1-5 years,North,T1,2,2.0,5,0.651,Other brand,Low-awareness
CON02370,0-12 months,South,T1,4,3.0,4,1.0,Other brand,Convenience-driven
CON02371,0-12 months,East,T1,4,4.0,3,0.451,Other brand,Price-sensitive
CON02372,6-12 years,Central,T2,3,4.0,3,0.175,Not currently buying,Price-sensitive
CON02373,6-12 years,West,T1,5,3.0,4,0.488,Other brand,Convenience-driven
CON02374,0-12 months,North,T2,5,3.0,3,0.577,DePURA Kids,Mainstream
CON02375,0-12 months,West,T1,3,4.0,4,0.753,Other brand,Price-sensitive
CON02376,6-12 years,West,T1,2,3.0,3,0.469,Not currently buying,Low-awareness
CON02377,6-12 years,South,T1,3,2.0,4,0.49,Other brand,Mainstream
CON02378,0-12 months,East,T2,4,3.0,5,0.583,Other brand,Convenience-driven
CON02379,0-12 months,North,T2,3,3.0,2,0.296,Not currently buying,Mainstream
CON02380,0-12 months,West,T1,4,2.0,2,0.866,Other brand,Convenience-driven
CON02381,0-12 months,South,T1,3,3.0,4,0.572,DePURA Kids,Convenience-driven
CON02382,6-12 years,West,T1,3,3.0,3,0.583,Other brand,Mainstream
CON02383,6-12 years,North,T2,3,4.0,4,0.538,Not currently buying,Price-sensitive
CON02384,6-12 years,North,T2,3,4.0,4,0.526,Other brand,Price-sensitive
CON02385,0-12 months,South,T1,5,5.0,4,0.932,Not currently buying,Price-sensitive
CON02386,0-12 months,South,T1,4,5.0,4,1.0,Other brand,Price-sensitive
CON02387,6-12 years,South,T1,2,3.0,2,0.497,Other brand,Low-awareness
CON02388,0-12 months,South,T2,5,3.0,3,0.671,Not currently buying,Convenience-driven
CON02389,6-12 years,North,T2,4,5.0,3,0.32,Not currently buying,Price-sensitive
CON02390,13-18 years,West,T1,5,2.0,3,0.527,DePURA Kids,Convenience-driven
CON02391,0-12 months,West,T2,3,2.0,5,0.519,DePURA Kids,Convenience-driven
CON02392,0-12 months,North,T2,4,3.0,5,1.0,DePURA Kids,Health-conscious
CON02393,0-12 months,South,T1,3,2.0,4,0.499,Other brand,Convenience-driven
CON02394,1-5 years,West,T1,4,3.0,4,0.801,Other brand,Health-conscious
CON02395,6-12 years,South,T1,3,3.0,4,0.639,Other brand,Mainstream
CON02396,0-12 months,West,T1,5,3.0,3,0.616,Other brand,Mainstream
CON02397,13-18 years,North,T2,4,3.0,3,0.53,Not currently buying,Mainstream
CON02398,1-5 years,North,T2,3,,4,0.363,Not currently buying,Mainstream
CON02399,6-12 years,Central,T2,4,4.0,5,0.611,DePURA Kids,Price-sensitive
CON02400,1-5 years,North,T2,4,3.0,4,0.263,Other brand,Mainstream
CON02401,6-12 years,South,T3,4,2.0,4,0.736,Other brand,Health-conscious
CON02402,0-12 months,South,T1,4,4.0,3,0.87,Other brand,Price-sensitive
CON02403,0-12 months,South,T1,5,2.0,4,1.0,DePURA Kids,Convenience-driven
CON02404,1-5 years,North,T2,3,4.0,3,0.407,Other brand,Price-sensitive
CON02405,1-5 years,East,T1,3,2.0,4,0.648,Other brand,Convenience-driven
CON02406,6-12 years,Central,T2,3,3.0,4,0.758,Not currently buying,Convenience-driven
CON02407,0-12 months,South,T1,5,3.0,4,0.885,DePURA Kids,Health-conscious
CON02408,0-12 months,East,T2,4,3.0,4,0.848,Other brand,Health-conscious
CON02409,0-12 months,Central,T2,4,2.0,4,1.0,Not currently buying,Health-conscious
CON02410,6-12 years,East,T1,4,3.0,4,0.642,Other brand,Mainstream
CON02411,0-12 months,West,T1,5,5.0,3,0.845,DePURA Kids,Price-sensitive
CON02412,6-12 years,South,T2,5,4.0,4,0.744,Other brand,Price-sensitive
CON02413,6-12 years,East,T3,2,3.0,4,0.428,Other brand,Low-awareness
CON02414,0-12 months,North,T3,4,5.0,4,0.532,Other brand,Price-sensitive
CON02415,6-12 years,Central,T2,5,3.0,4,0.779,Other brand,Convenience-driven
CON02416,0-12 months,East,T3,5,4.0,4,0.513,Other brand,Price-sensitive
CON02417,0-12 months,West,T1,4,2.0,3,0.627,Other brand,Mainstream
CON02418,0-12 months,South,T1,5,5.0,4,0.643,Other brand,Price-sensitive
CON02419,6-12 years,North,T2,3,3.0,4,0.753,Other brand,Health-conscious
CON02420,1-5 years,West,T1,4,5.0,3,0.389,Other brand,Price-sensitive
CON02421,0-12 months,South,T1,4,3.0,3,0.878,Other brand,Convenience-driven
CON02422,0-12 months,West,T1,4,4.0,4,0.597,Other brand,Price-sensitive
CON02423,1-5 years,South,T1,5,3.0,4,0.773,Not currently buying,Convenience-driven
CON02424,1-5 years,Central,T3,2,3.0,5,0.517,Other brand,Low-awareness
CON02425,0-12 months,East,T2,4,3.0,4,0.704,Other brand,Convenience-driven
CON02426,0-12 months,North,T2,5,3.0,5,0.59,DePURA Kids,Mainstream
CON02427,0-12 months,South,T1,5,4.0,3,0.793,Not currently buying,Price-sensitive
CON02428,1-5 years,West,T2,5,3.0,5,0.741,DePURA Kids,Health-conscious
CON02429,0-12 months,East,T2,4,3.0,5,0.506,DePURA Kids,Mainstream
CON02430,0-12 months,East,T1,5,3.0,5,0.832,Not currently buying,Convenience-driven
CON02431,0-12 months,West,T1,4,2.0,5,0.876,DePURA Kids,Convenience-driven
CON02432,0-12 months,South,T2,4,3.0,4,0.87,DePURA Kids,Health-conscious
CON02433,6-12 years,South,T1,4,4.0,4,0.831,Not currently buying,Price-sensitive
CON02434,6-12 years,West,T1,5,3.0,3,0.97,DePURA Kids,Mainstream
CON02435,0-12 months,North,T2,3,4.0,5,0.571,Other brand,Price-sensitive
CON02436,1-5 years,North,T2,4,5.0,5,0.32,Other brand,Price-sensitive
CON02437,1-5 years,South,T1,4,4.0,2,0.848,DePURA Kids,Price-sensitive
CON02438,13-18 years,Central,T2,4,3.0,4,0.531,Not currently buying,Mainstream
CON02439,0-12 months,North,T2,2,3.0,3,0.66,DePURA Kids,Low-awareness
CON02440,0-12 months,East,T3,3,4.0,5,0.825,Other brand,Price-sensitive
CON02441,0-12 months,South,T1,4,3.0,3,0.792,Other brand,Mainstream
CON02442,1-5 years,East,T2,3,3.0,3,0.25,Not currently buying,Convenience-driven
CON02443,0-12 months,West,T1,4,4.0,4,0.468,DePURA Kids,Price-sensitive
CON02444,1-5 years,North,T3,2,5.0,4,0.812,Other brand,Low-awareness
CON02445,0-12 months,East,T1,4,3.0,4,0.677,Other brand,Mainstream
CON02446,0-12 months,South,T1,3,4.0,2,0.431,Other brand,Price-sensitive
CON02447,0-12 months,North,T2,4,3.0,4,0.875,Other brand,Health-conscious
CON02448,0-12 months,West,T1,4,1.0,5,0.887,DePURA Kids,Health-conscious
CON02449,6-12 years,West,T1,4,3.0,4,0.583,Other brand,Mainstream
CON02450,0-12 months,South,T1,4,3.0,5,0.664,Other brand,Mainstream
CON02451,0-12 months,North,T2,3,3.0,4,0.929,DePURA Kids,Health-conscious
CON02452,0-12 months,North,T1,4,2.0,3,0.71,Other brand,Mainstream
CON02453,6-12 years,South,T2,3,4.0,4,0.411,Other brand,Price-sensitive
CON02454,6-12 years,North,T1,3,3.0,3,0.598,Other brand,Convenience-driven
CON02455,0-12 months,South,T1,3,3.0,4,0.622,Other brand,Mainstream
CON02456,0-12 months,West,T1,3,4.0,2,0.723,Not currently buying,Price-sensitive
CON02457,0-12 months,West,T1,2,3.0,3,0.451,Other brand,Low-awareness
CON02458,1-5 years,North,T1,4,3.0,4,0.737,Not currently buying,Health-conscious
CON02459,0-12 months,North,T2,3,3.0,5,0.675,Other brand,Mainstream
CON02460,0-12 months,Central,T2,4,3.0,4,0.688,Not currently buying,Mainstream
CON02461,1-5 years,West,T2,4,3.0,4,0.603,DePURA Kids,Mainstream
CON02462,1-5 years,West,T1,4,4.0,4,0.875,DePURA Kids,Price-sensitive
CON02463,6-12 years,North,T1,4,5.0,4,0.403,Other brand,Price-sensitive
CON02464,0-12 months,East,T2,2,3.0,2,0.384,Other brand,Low-awareness
CON02465,0-12 months,Central,T2,3,2.0,4,0.878,Other brand,Health-conscious
CON02466,0-12 months,West,T1,2,2.0,4,0.691,DePURA Kids,Low-awareness
CON02467,0-12 months,East,T1,5,3.0,4,0.765,Not currently buying,Health-conscious
CON02468,6-12 years,North,T1,2,2.0,4,0.834,Not currently buying,Low-awareness
CON02469,0-12 months,West,T1,4,3.0,3,0.563,Other brand,Convenience-driven
CON02470,1-5 years,South,T1,3,3.0,4,0.86,Not currently buying,Health-conscious
CON02471,1-5 years,West,T1,2,4.0,4,0.519,Not currently buying,Low-awareness
CON02472,1-5 years,North,T3,5,3.0,2,0.363,Other brand,Mainstream
CON02473,6-12 years,North,T2,4,5.0,3,0.532,Other brand,Price-sensitive
CON02474,6-12 years,South,T1,5,4.0,3,0.596,DePURA Kids,Price-sensitive
CON02475,1-5 years,South,T3,3,4.0,2,0.37,Other brand,Price-sensitive
CON02476,1-5 years,West,T1,3,3.0,4,0.362,Other brand,Convenience-driven
CON02477,0-12 months,North,T2,4,2.0,4,0.789,Not currently buying,Convenience-driven
CON02478,1-5 years,North,T3,4,2.0,3,0.848,DePURA Kids,Mainstream
CON02479,0-12 months,West,T1,5,3.0,5,0.703,DePURA Kids,Convenience-driven
CON02480,6-12 years,North,T3,4,5.0,4,0.368,Other brand,Price-sensitive
CON02481,6-12 years,South,T2,5,4.0,5,0.64,DePURA Kids,Price-sensitive
CON02482,0-12 months,North,T1,5,2.0,4,0.396,DePURA Kids,Mainstream
CON02483,1-5 years,West,T2,4,2.0,3,0.777,Not currently buying,Mainstream
CON02484,1-5 years,East,T1,4,2.0,2,0.73,Not currently buying,Convenience-driven
CON02485,0-12 months,West,T1,5,2.0,5,0.742,Other brand,Convenience-driven
CON02486,0-12 months,South,T1,3,3.0,3,0.449,DePURA Kids,Mainstream
CON02487,0-12 months,West,T1,4,3.0,2,0.609,Other brand,Mainstream
CON02488,1-5 years,South,T1,5,3.0,4,0.678,Other brand,Mainstream
CON02489,0-12 months,Central,T3,3,3.0,3,0.692,Other brand,Mainstream
CON02490,1-5 years,Central,T2,4,2.0,4,0.571,Other brand,Mainstream
CON02491,0-12 months,North,T2,5,4.0,3,0.365,DePURA Kids,Price-sensitive
CON02492,0-12 months,North,T1,4,4.0,4,0.534,Not currently buying,Price-sensitive
CON02493,0-12 months,North,T2,4,3.0,4,0.863,Other brand,Convenience-driven
CON02494,1-5 years,South,T1,4,1.0,5,0.372,Not currently buying,Convenience-driven
CON02495,1-5 years,East,T2,3,2.0,5,0.593,Other brand,Mainstream
CON02496,0-12 months,North,T3,5,4.0,4,1.0,Not currently buying,Price-sensitive
CON02497,6-12 years,North,T3,4,4.0,3,0.956,Not currently buying,Price-sensitive
CON02498,0-12 months,West,T2,4,3.0,3,0.596,Other brand,Mainstream
CON02499,0-12 months,West,T1,4,2.0,5,0.62,DePURA Kids,Mainstream
CON02500,0-12 months,South,T1,3,3.0,4,0.745,Other brand,Health-conscious
CON02501,0-12 months,West,T1,5,3.0,4,0.737,Other brand,Health-conscious
CON02502,6-12 years,South,T1,4,4.0,3,0.549,Other brand,Price-sensitive
CON02503,0-12 months,North,T2,4,2.0,5,0.866,Other brand,Health-conscious
CON02504,6-12 years,South,T2,4,2.0,4,0.466,Other brand,Convenience-driven
CON02505,0-12 months,South,T1,3,2.0,2,0.631,Other brand,Convenience-driven
CON02506,0-12 months,East,T3,5,3.0,5,0.885,DePURA Kids,Health-conscious
CON02507,1-5 years,South,T1,5,3.0,3,0.702,Other brand,Mainstream
CON02508,1-5 years,South,T1,5,2.0,3,0.782,Not currently buying,Mainstream
CON02509,0-12 months,South,T1,4,3.0,3,0.589,Other brand,Convenience-driven
CON02510,0-12 months,North,T2,4,3.0,4,0.666,Other brand,Mainstream
CON02511,6-12 years,West,T1,4,4.0,5,0.502,DePURA Kids,Price-sensitive
CON02512,0-12 months,East,T3,2,5.0,4,0.745,Other brand,Low-awareness
CON02513,6-12 years,East,T1,5,2.0,3,0.814,Not currently buying,Convenience-driven
CON02514,1-5 years,East,T3,3,3.0,4,0.385,Not currently buying,Mainstream
CON02515,13-18 years,South,T3,4,4.0,2,0.563,Other brand,Price-sensitive
CON02516,6-12 years,North,T2,4,3.0,5,0.684,Other brand,Mainstream
CON02517,1-5 years,South,T2,5,2.0,4,0.463,Not currently buying,Mainstream
CON02518,1-5 years,South,T1,5,4.0,5,0.616,DePURA Kids,Price-sensitive
CON02519,1-5 years,North,T2,5,3.0,4,0.582,DePURA Kids,Convenience-driven
CON02520,1-5 years,North,T1,2,3.0,3,0.656,Other brand,Low-awareness
CON02521,13-18 years,South,T1,5,2.0,4,0.439,Other brand,Mainstream
CON02522,0-12 months,South,T1,5,3.0,3,0.397,DePURA Kids,Convenience-driven
CON02523,1-5 years,West,T1,4,4.0,3,0.586,Not currently buying,Price-sensitive
CON02524,0-12 months,East,T3,3,3.0,5,0.578,Not currently buying,Mainstream
CON02525,1-5 years,North,T2,5,3.0,4,0.6,Other brand,Mainstream
CON02526,0-12 months,North,T2,5,2.0,4,0.982,DePURA Kids,Health-conscious
CON02527,0-12 months,West,T1,3,3.0,4,0.711,Other brand,Convenience-driven
CON02528,1-5 years,Central,T2,3,1.0,3,0.804,Other brand,Convenience-driven
CON02529,0-12 months,West,T3,5,2.0,4,1.0,Other brand,Health-conscious
CON02530,1-5 years,South,T1,2,2.0,5,0.595,Other brand,Low-awareness
CON02531,1-5 years,North,T2,3,4.0,4,0.566,Other brand,Price-sensitive
CON02532,1-5 years,Central,T2,4,3.0,4,0.67,Other brand,Mainstream
CON02533,0-12 months,Central,T2,1,3.0,5,0.74,Other brand,Low-awareness
CON02534,0-12 months,East,T3,2,3.0,4,0.65,Other brand,Low-awareness
CON02535,1-5 years,South,T2,2,3.0,4,0.553,DePURA Kids,Low-awareness
CON02536,0-12 months,East,T1,3,2.0,5,0.766,DePURA Kids,Health-conscious
CON02537,0-12 months,East,T1,3,2.0,5,0.863,Other brand,Health-conscious
CON02538,0-12 months,North,T2,5,3.0,4,0.52,Not currently buying,Mainstream
CON02539,6-12 years,Central,T2,2,3.0,4,0.53,Other brand,Low-awareness
CON02540,0-12 months,East,T1,5,3.0,3,0.661,DePURA Kids,Mainstream
CON02541,6-12 years,South,T2,4,2.0,3,0.301,Other brand,Mainstream
CON02542,1-5 years,East,T2,4,3.0,4,0.41,DePURA Kids,Mainstream
CON02543,0-12 months,North,T1,4,4.0,4,0.452,Other brand,Price-sensitive
CON02544,1-5 years,West,T1,5,2.0,5,1.0,Not currently buying,Convenience-driven
CON02545,0-12 months,North,T2,4,3.0,3,0.461,Other brand,Convenience-driven
CON02546,6-12 years,North,T2,4,3.0,3,0.692,Other brand,Mainstream
CON02547,0-12 months,Central,T3,5,3.0,5,0.782,DePURA Kids,Health-conscious
CON02548,6-12 years,East,T2,5,3.0,3,0.814,Not currently buying,Mainstream
CON02549,0-12 months,South,T1,3,4.0,4,0.362,Other brand,Price-sensitive
CON02550,0-12 months,Central,T3,5,4.0,3,0.608,DePURA Kids,Price-sensitive
CON02551,1-5 years,South,T2,4,4.0,4,0.551,Not currently buying,Price-sensitive
CON02552,0-12 months,South,T1,4,4.0,4,0.547,Other brand,Price-sensitive
CON02553,0-12 months,North,T1,4,3.0,5,0.729,Other brand,Convenience-driven
CON02554,1-5 years,South,T1,3,3.0,4,0.465,Other brand,Mainstream
CON02555,13-18 years,North,T1,1,3.0,3,0.567,Other brand,Low-awareness
CON02556,0-12 months,West,T1,2,4.0,5,0.515,Other brand,Low-awareness
CON02557,13-18 years,West,T1,4,2.0,3,0.728,Other brand,Mainstream
CON02558,1-5 years,East,T2,4,3.0,4,0.729,Not currently buying,Health-conscious
CON02559,13-18 years,North,T2,3,4.0,5,0.594,DePURA Kids,Price-sensitive
CON02560,6-12 years,East,T1,3,3.0,3,0.662,DePURA Kids,Convenience-driven
CON02561,13-18 years,West,T1,4,5.0,4,0.519,Not currently buying,Price-sensitive
CON02562,0-12 months,West,T3,4,3.0,5,0.793,Other brand,Health-conscious
CON02563,0-12 months,East,T1,5,4.0,3,0.446,Not currently buying,Price-sensitive
CON02564,0-12 months,West,T1,3,3.0,4,0.658,Other brand,Mainstream
CON02565,0-12 months,South,T1,4,2.0,4,0.845,DePURA Kids,Health-conscious
CON02566,1-5 years,East,T1,4,4.0,3,0.508,Other brand,Price-sensitive
CON02567,0-12 months,North,T2,2,2.0,3,0.774,Other brand,Low-awareness
CON02568,1-5 years,West,T1,4,1.0,3,0.45,DePURA Kids,Mainstream
CON02569,1-5 years,South,T1,5,2.0,4,0.801,DePURA Kids,Health-conscious
CON02570,6-12 years,West,T1,4,2.0,4,0.825,DePURA Kids,Health-conscious
CON02571,0-12 months,West,T1,3,2.0,3,0.492,Not currently buying,Mainstream
CON02572,0-12 months,South,T1,4,2.0,3,0.59,Other brand,Mainstream
CON02573,0-12 months,East,T1,4,4.0,3,0.68,Other brand,Price-sensitive
CON02574,1-5 years,West,T1,4,3.0,4,0.7,Other brand,Convenience-driven
CON02575,1-5 years,West,T1,4,3.0,4,0.731,DePURA Kids,Health-conscious
CON02576,0-12 months,South,T2,4,3.0,3,0.555,Other brand,Convenience-driven
CON02577,0-12 months,South,T1,3,5.0,4,0.49,Other brand,Price-sensitive
CON02578,0-12 months,South,T2,5,2.0,3,0.614,Other brand,Mainstream
CON02579,0-12 months,East,T3,4,5.0,3,0.813,Other brand,Price-sensitive
CON02580,0-12 months,North,T2,1,3.0,2,0.693,Other brand,Low-awareness
CON02581,6-12 years,South,T1,3,3.0,4,0.562,Other brand,Convenience-driven
CON02582,0-12 months,West,T1,2,3.0,4,0.852,DePURA Kids,Low-awareness
CON02583,1-5 years,North,T2,4,2.0,5,0.598,Other brand,Convenience-driven
CON02584,1-5 years,South,T2,4,3.0,3,0.49,Other brand,Mainstream
CON02585,1-5 years,West,T1,5,3.0,4,0.54,Other brand,Convenience-driven
CON02586,0-12 months,North,T1,5,5.0,5,0.815,Other brand,Price-sensitive
CON02587,1-5 years,West,T1,5,3.0,4,0.488,Other brand,Mainstream
CON02588,0-12 months,West,T1,4,3.0,5,0.625,DePURA Kids,Mainstream
CON02589,0-12 months,North,T1,4,2.0,4,0.622,Other brand,Mainstream
CON02590,0-12 months,West,T1,4,4.0,5,0.429,Not currently buying,Price-sensitive
CON02591,6-12 years,West,T1,3,4.0,3,0.371,Other brand,Price-sensitive
CON02592,1-5 years,Central,T2,5,2.0,5,0.667,DePURA Kids,Mainstream
CON02593,6-12 years,Central,T2,4,1.0,4,1.0,DePURA Kids,Health-conscious
CON02594,0-12 months,North,T2,5,2.0,4,0.789,Not currently buying,Health-conscious
CON02595,1-5 years,South,T1,5,3.0,4,0.701,Other brand,Convenience-driven
CON02596,0-12 months,East,T2,4,2.0,4,0.624,Other brand,Mainstream
CON02597,0-12 months,South,T2,3,4.0,4,0.651,Other brand,Price-sensitive
CON02598,1-5 years,North,T2,4,3.0,3,0.726,Not currently buying,Mainstream
CON02599,0-12 months,Central,T3,4,4.0,5,0.907,Other brand,Price-sensitive
CON02600,1-5 years,North,T3,5,3.0,5,0.526,Other brand,Mainstream
CON02601,6-12 years,West,T2,4,4.0,4,0.619,Other brand,Price-sensitive
