hcp_id,specialty,territory_id,region,city_tier,monthly_patient_volume,recommendation_rate,digital_engagement,pre_recall_prescriber,hcp_segment
HCP01883,General Practitioner,TR30,South,T2,103.0,0.157,0.484,False,Low-opportunity
HCP01884,General Practitioner,TR28,South,T1,106.0,0.063,0.617,False,Low-opportunity
HCP01885,Pediatrician,TR16,West,T1,275.0,0.213,0.58,False,Low-opportunity
HCP01886,General Practitioner,TR22,Central,T3,76.0,0.113,0.465,False,Low-opportunity
HCP01887,Pediatrician,TR25,South,T3,484.0,0.208,0.735,False,High-volume non/under-user
HCP01888,Pediatrician,TR25,South,T3,214.0,0.402,0.648,True,Low-opportunity
HCP01889,Pediatrician,TR13,West,T1,142.0,0.258,0.472,False,Low-opportunity
HCP01890,Pediatrician,TR12,West,T1,352.0,0.213,0.631,False,Emerging
HCP01891,Pediatrician,TR31,East,T1,314.0,0.482,0.373,True,Low-opportunity
HCP01892,Pediatrician,TR33,East,T2,501.0,0.295,0.658,True,High-volume non/under-user
HCP01893,Pediatrician,TR15,West,T2,236.0,0.249,0.686,False,Low-opportunity
HCP01894,Pediatrician,TR32,East,T3,300.0,0.48,0.749,True,Emerging
HCP01895,Pediatrician,TR16,West,T1,183.0,0.391,0.532,False,Low-opportunity
HCP01896,Pediatrician,TR06,North,T2,389.0,0.287,0.502,False,Low-opportunity
HCP01897,Obstetrician-Gynecologist,TR26,South,T1,133.0,0.037,0.4,False,Low-opportunity
HCP01898,General Practitioner,TR01,North,T1,165.0,0.054,0.726,True,Emerging
HCP01899,Pediatrician,TR03,North,T2,135.0,0.709,0.411,True,Low-opportunity
HCP01900,Pediatrician,TR33,East,T2,389.0,0.048,0.449,False,Low-opportunity
HCP01901,Pediatrician,TR19,Central,T2,428.0,0.491,0.326,True,High-volume advocate
HCP01902,Pediatrician,TR11,North,T3,192.0,0.537,0.243,True,Low-opportunity
HCP01903,Pediatrician,TR16,West,T1,242.0,0.286,0.267,False,Low-opportunity
HCP01904,Pediatrician,TR22,Central,T3,238.0,0.452,0.445,False,Low-opportunity
HCP01905,Pediatrician,TR24,South,T1,253.0,0.278,0.381,False,Low-opportunity
HCP01906,General Practitioner,TR14,West,T1,139.0,0.306,0.481,False,Low-opportunity
HCP01907,Pediatrician,TR14,West,T1,213.0,0.397,0.564,True,Low-opportunity
HCP01908,Pediatrician,TR20,Central,T2,321.0,0.269,0.349,True,Low-opportunity
HCP01909,Pediatrician,TR24,South,T1,420.0,0.352,0.245,True,Low-opportunity
HCP01910,Obstetrician-Gynecologist,TR33,East,T2,131.0,0.16,0.619,False,Emerging
HCP01911,General Practitioner,TR14,West,T1,459.0,0.249,0.633,False,High-volume non/under-user
HCP01912,General Practitioner,TR31,East,T1,392.0,0.271,0.368,True,High-volume non/under-user
HCP01913,Obstetrician-Gynecologist,TR36,East,T2,207.0,0.024,0.573,False,High-volume non/under-user
HCP01914,Pediatrician,TR13,West,T1,361.0,0.662,0.579,False,Low-opportunity
HCP01915,Pediatrician,TR01,North,T1,134.0,0.098,0.32,False,Low-opportunity
HCP01916,General Practitioner,TR23,South,T1,139.0,0.042,0.263,False,Low-opportunity
HCP01917,Pediatrician,TR31,East,T1,923.0,0.491,0.763,False,High-volume advocate
HCP01918,General Practitioner,TR01,North,T1,233.0,0.204,0.424,True,High-volume non/under-user
HCP01919,Pediatrician,TR08,North,T2,301.0,0.411,0.386,False,Low-opportunity
HCP01920,Pediatrician,TR25,South,T3,526.0,0.317,0.502,True,High-volume non/under-user
HCP01921,Pediatrician,TR28,South,T1,995.0,0.567,0.457,True,High-volume advocate
HCP01922,Pediatrician,TR02,North,T1,380.0,0.271,0.668,True,Emerging
HCP01923,General Practitioner,TR14,West,T1,122.0,0.301,0.399,True,Low-opportunity
HCP01924,Pediatrician,TR10,North,T2,219.0,0.094,0.782,False,Low-opportunity
HCP01925,Pediatrician,TR35,East,T2,185.0,0.112,0.677,True,Low-opportunity
HCP01926,Pediatrician,TR25,South,T3,208.0,0.33,0.608,True,Low-opportunity
HCP01927,Obstetrician-Gynecologist,TR16,West,T1,163.0,0.214,0.675,False,High-volume non/under-user
HCP01928,General Practitioner,TR31,East,T1,140.0,0.116,0.708,False,Emerging
HCP01929,General Practitioner,TR20,Central,T2,115.0,0.115,0.698,True,Low-opportunity
HCP01930,Pediatrician,TR32,East,T3,239.0,0.24,0.448,True,Low-opportunity
HCP01931,Pediatrician,TR10,North,T2,252.0,0.384,0.51,True,Low-opportunity
HCP01932,Pediatrician,TR01,North,T1,1006.0,0.246,0.488,False,High-volume non/under-user
HCP01933,Pediatrician,TR16,West,T1,234.0,0.373,0.688,False,Low-opportunity
HCP01934,Pediatrician,TR08,North,T2,273.0,0.219,0.585,True,Low-opportunity
HCP01935,Obstetrician-Gynecologist,TR29,South,T2,105.0,0.092,0.713,False,Low-opportunity
HCP01936,Pediatrician,TR19,Central,T2,373.0,0.542,0.731,True,Emerging
HCP01937,Pediatrician,TR12,West,T1,242.0,0.431,0.405,True,Low-opportunity
HCP01938,Pediatrician,TR28,South,T1,331.0,0.508,0.794,True,Emerging
HCP01939,Pediatrician,TR19,Central,T2,282.0,0.388,0.423,True,Low-opportunity
HCP01940,Pediatrician,TR18,West,T3,691.0,0.096,0.493,False,High-volume non/under-user
HCP01941,General Practitioner,TR07,North,T3,125.0,0.35,0.624,False,Low-opportunity
HCP01942,Obstetrician-Gynecologist,TR36,East,T2,168.0,0.054,0.591,False,High-volume non/under-user
HCP01943,General Practitioner,TR24,South,T1,69.0,0.314,0.865,True,Low-opportunity
HCP01944,Obstetrician-Gynecologist,TR30,South,T2,105.0,0.102,0.793,True,Low-opportunity
HCP01945,Pediatrician,TR27,South,T2,436.0,0.483,0.703,True,High-volume advocate
HCP01946,General Practitioner,TR18,West,T3,80.0,0.456,0.869,True,Low-opportunity
HCP01947,Obstetrician-Gynecologist,TR01,North,T1,45.0,0.414,0.785,True,Low-opportunity
HCP01948,Pediatrician,TR24,South,T1,244.0,0.292,0.46,True,Low-opportunity
HCP01949,General Practitioner,TR03,North,T2,149.0,0.149,0.618,False,Emerging
HCP01950,Neonatologist,TR34,East,T3,210.0,0.065,0.0,False,Low-opportunity
HCP01951,General Practitioner,TR10,North,T2,127.0,0.044,0.609,False,Low-opportunity
HCP01952,Pediatrician,TR14,West,T1,446.0,0.698,0.95,True,High-volume advocate
HCP01953,Pediatrician,TR21,Central,T3,359.0,0.387,0.629,True,Emerging
HCP01954,General Practitioner,TR18,West,T3,138.0,0.103,0.814,False,Emerging
HCP01955,Obstetrician-Gynecologist,TR24,South,T1,126.0,0.135,0.538,False,Low-opportunity
HCP01956,Pediatrician,TR28,South,T1,164.0,0.245,0.647,True,Low-opportunity
HCP01957,Pediatrician,TR27,South,T2,283.0,0.421,0.441,True,Low-opportunity
HCP01958,Pediatrician,TR32,East,T3,214.0,0.12,0.479,False,Low-opportunity
HCP01959,Pediatrician,TR16,West,T1,416.0,0.447,0.734,True,Emerging
HCP01960,General Practitioner,TR19,Central,T2,57.0,0.118,0.891,True,Low-opportunity
HCP01961,Pediatrician,TR31,East,T1,220.0,0.296,0.465,False,Low-opportunity
HCP01962,Pediatrician,TR12,West,T1,373.0,0.14,0.565,False,Low-opportunity
HCP01963,General Practitioner,TR10,North,T2,100.0,0.241,0.658,True,Low-opportunity
HCP01964,Pediatrician,TR01,North,T1,156.0,0.189,0.45,False,Low-opportunity
HCP01965,General Practitioner,TR26,South,T1,187.0,0.06,0.547,False,High-volume non/under-user
HCP01966,Pediatrician,TR25,South,T3,510.0,0.106,0.222,False,High-volume non/under-user
HCP01967,Pediatrician,TR12,West,T1,323.0,0.086,0.533,False,Low-opportunity
HCP01968,Obstetrician-Gynecologist,TR04,North,T2,66.0,0.22,0.66,True,Low-opportunity
HCP01969,Pediatrician,TR01,North,T1,948.0,0.328,0.417,False,High-volume non/under-user
HCP01970,Pediatrician,TR17,West,T2,233.0,0.291,0.402,False,Low-opportunity
HCP01971,Pediatrician,TR08,North,T2,437.0,0.443,0.258,False,High-volume advocate
HCP01972,General Practitioner,TR28,South,T1,128.0,0.074,0.403,False,Low-opportunity
HCP01973,Pediatrician,TR34,East,T3,592.0,0.22,0.511,True,High-volume non/under-user
HCP01974,Pediatrician,TR28,South,T1,556.0,0.254,0.636,True,High-volume non/under-user
HCP01975,Pediatrician,TR30,South,T2,242.0,0.596,0.563,True,Low-opportunity
HCP01976,Obstetrician-Gynecologist,TR36,East,T2,149.0,0.079,0.81,False,Emerging
HCP01977,General Practitioner,TR27,South,T2,243.0,0.198,0.594,False,High-volume non/under-user
HCP01978,Obstetrician-Gynecologist,TR22,Central,T3,113.0,0.351,0.621,False,Emerging
HCP01979,General Practitioner,TR28,South,T1,477.0,0.116,0.622,False,High-volume non/under-user
HCP01980,Obstetrician-Gynecologist,TR22,Central,T3,164.0,0.052,0.34,False,High-volume non/under-user
HCP01981,Pediatrician,TR16,West,T1,350.0,0.253,0.616,False,Emerging
HCP01982,Pediatrician,TR01,North,T1,170.0,0.183,0.804,True,Low-opportunity
HCP01983,Obstetrician-Gynecologist,TR24,South,T1,303.0,0.057,0.73,False,High-volume non/under-user
HCP01984,Obstetrician-Gynecologist,TR31,East,T1,99.0,0.634,0.964,True,Low-opportunity
HCP01985,Obstetrician-Gynecologist,TR26,South,T1,178.0,0.25,0.716,False,High-volume non/under-user
HCP01986,Neonatologist,TR15,West,T2,195.0,0.374,0.426,True,Low-opportunity
HCP01987,General Practitioner,TR23,South,T1,169.0,0.072,0.568,False,Low-opportunity
HCP01988,Pediatrician,TR28,South,T1,544.0,0.534,0.443,True,High-volume advocate
HCP01989,General Practitioner,TR27,South,T2,257.0,0.061,0.472,False,High-volume non/under-user
HCP01990,Pediatrician,TR17,West,T2,290.0,0.496,0.125,True,Low-opportunity
HCP01991,General Practitioner,TR14,West,T1,266.0,0.141,0.778,False,High-volume non/under-user
HCP01992,Obstetrician-Gynecologist,TR15,West,T2,261.0,0.162,0.865,False,High-volume non/under-user
HCP01993,General Practitioner,TR32,East,T3,149.0,0.074,0.927,False,Emerging
HCP01994,Pediatrician,TR06,North,T2,283.0,0.348,0.552,False,Low-opportunity
HCP01995,General Practitioner,TR31,East,T1,92.0,0.239,0.579,True,Low-opportunity
HCP01996,Obstetrician-Gynecologist,TR08,North,T2,76.0,0.083,0.67,False,Low-opportunity
HCP01997,Pediatrician,TR36,East,T2,401.0,0.082,0.479,False,Low-opportunity
HCP01998,Pediatrician,TR16,West,T1,556.0,0.222,0.64,False,High-volume non/under-user
HCP01999,General Practitioner,TR26,South,T1,81.0,0.148,0.566,False,Low-opportunity
HCP02000,Obstetrician-Gynecologist,TR26,South,T1,115.0,0.039,0.435,False,Low-opportunity
HCP02001,General Practitioner,TR28,South,T1,89.0,0.046,0.353,False,Low-opportunity
HCP02002,General Practitioner,TR28,South,T1,175.0,0.469,0.444,False,Low-opportunity
HCP02003,Pediatrician,TR01,North,T1,175.0,0.325,0.583,True,Low-opportunity
HCP02004,Pediatrician,TR12,West,T1,791.0,0.825,0.595,True,High-volume advocate
HCP02005,Obstetrician-Gynecologist,TR09,North,T2,66.0,0.056,0.599,False,Low-opportunity
HCP02006,Pediatrician,TR26,South,T1,429.0,0.233,0.604,False,High-volume non/under-user
HCP02007,Pediatrician,TR25,South,T3,322.0,0.186,0.837,False,Emerging
HCP02008,Pediatrician,TR12,West,T1,555.0,0.464,0.139,True,High-volume advocate
HCP02009,Pediatrician,TR28,South,T1,746.0,0.416,,True,High-volume advocate
HCP02010,Pediatrician,TR13,West,T1,263.0,0.109,0.438,False,Low-opportunity
HCP02011,General Practitioner,TR13,West,T1,106.0,0.215,0.627,True,Low-opportunity
HCP02012,Pediatrician,TR15,West,T2,791.0,0.363,0.622,True,High-volume non/under-user
HCP02013,General Practitioner,TR27,South,T2,147.0,0.251,0.42,True,Low-opportunity
HCP02014,Pediatrician,TR01,North,T1,329.0,0.202,0.725,False,Emerging
HCP02015,Obstetrician-Gynecologist,TR32,East,T3,109.0,0.09,0.466,False,Low-opportunity
HCP02016,Pediatrician,TR26,South,T1,227.0,0.379,0.599,True,Low-opportunity
HCP02017,Pediatrician,TR23,South,T1,606.0,0.543,0.455,True,High-volume advocate
HCP02018,Pediatrician,TR10,North,T2,543.0,0.143,0.346,False,High-volume non/under-user
HCP02019,Neonatologist,TR28,South,T1,434.0,0.135,0.447,False,High-volume non/under-user
HCP02020,General Practitioner,TR31,East,T1,140.0,0.189,0.789,True,Emerging
HCP02021,General Practitioner,TR18,West,T3,234.0,0.183,0.321,True,High-volume non/under-user
HCP02022,Pediatrician,TR12,West,T1,374.0,0.695,0.77,True,Emerging
HCP02023,Pediatrician,TR14,West,T1,332.0,0.267,0.131,False,Low-opportunity
HCP02024,Neonatologist,TR15,West,T2,157.0,0.129,0.532,False,Low-opportunity
HCP02025,Pediatrician,TR12,West,T1,295.0,0.297,0.602,False,Emerging
HCP02026,General Practitioner,TR26,South,T1,235.0,0.066,0.478,False,High-volume non/under-user
HCP02027,Obstetrician-Gynecologist,TR13,West,T1,42.0,0.082,0.413,False,Low-opportunity
HCP02028,General Practitioner,TR29,South,T2,156.0,0.039,0.481,False,Low-opportunity
HCP02029,Pediatrician,TR16,West,T1,421.0,0.373,0.54,False,Low-opportunity
HCP02030,Pediatrician,TR24,South,T1,1057.0,0.573,0.631,True,High-volume advocate
HCP02031,Pediatrician,TR34,East,T3,778.0,0.231,0.682,True,High-volume non/under-user
HCP02032,Neonatologist,TR16,West,T1,116.0,0.53,0.607,True,Low-opportunity
HCP02033,Obstetrician-Gynecologist,TR06,North,T2,174.0,0.029,0.299,False,High-volume non/under-user
HCP02034,Pediatrician,TR20,Central,T2,452.0,0.042,0.586,False,High-volume non/under-user
HCP02035,Obstetrician-Gynecologist,TR18,West,T3,138.0,0.252,0.675,True,Emerging
HCP02036,Pediatrician,TR28,South,T1,671.0,0.669,0.78,False,High-volume advocate
HCP02037,Pediatrician,TR31,East,T1,134.0,0.506,0.673,True,Low-opportunity
HCP02038,Pediatrician,TR26,South,T1,320.0,0.21,0.462,True,Low-opportunity
HCP02039,Obstetrician-Gynecologist,TR35,East,T2,129.0,0.077,0.458,True,Low-opportunity
HCP02040,Pediatrician,TR12,West,T1,276.0,0.419,0.515,True,Low-opportunity
HCP02041,Pediatrician,TR10,North,T2,288.0,0.178,0.773,True,Low-opportunity
HCP02042,Pediatrician,TR12,West,T1,168.0,0.278,0.439,True,Low-opportunity
HCP02043,Pediatrician,TR24,South,T1,640.0,0.236,0.657,True,High-volume non/under-user
HCP02044,Pediatrician,TR10,North,T2,263.0,0.197,0.176,True,Low-opportunity
HCP02045,Pediatrician,TR02,North,T1,207.0,0.111,0.604,False,Low-opportunity
HCP02046,Obstetrician-Gynecologist,TR36,East,T2,132.0,0.203,0.504,True,Low-opportunity
HCP02047,Neonatologist,TR13,West,T1,361.0,0.057,0.546,False,High-volume non/under-user
HCP02048,Pediatrician,TR09,North,T2,216.0,0.144,0.498,False,Low-opportunity
HCP02049,Neonatologist,TR14,West,T1,215.0,0.073,0.348,False,Low-opportunity
HCP02050,Obstetrician-Gynecologist,TR05,North,T2,86.0,0.156,0.394,False,Low-opportunity
HCP02051,Obstetrician-Gynecologist,TR01,North,T1,109.0,0.162,0.636,False,Low-opportunity
HCP02052,Pediatrician,TR12,West,T1,327.0,0.101,0.276,False,Low-opportunity
HCP02053,Obstetrician-Gynecologist,TR13,West,T1,121.0,0.097,0.217,False,Low-opportunity
HCP02054,General Practitioner,TR28,South,T1,228.0,0.51,,True,High-volume advocate
HCP02055,Pediatrician,TR16,West,T1,623.0,0.196,0.604,False,High-volume non/under-user
HCP02056,General Practitioner,TR26,South,T1,192.0,0.145,0.745,False,High-volume non/under-user
HCP02057,Pediatrician,TR26,South,T1,285.0,0.407,,True,Low-opportunity
HCP02058,General Practitioner,TR28,South,T1,129.0,0.142,0.561,False,Low-opportunity
HCP02059,General Practitioner,TR32,East,T3,142.0,0.11,0.688,False,Emerging
HCP02060,Pediatrician,TR18,West,T3,338.0,0.149,0.648,False,Emerging
HCP02061,Pediatrician,TR03,North,T2,133.0,0.042,0.331,False,Low-opportunity
HCP02062,Obstetrician-Gynecologist,TR01,North,T1,193.0,0.118,0.739,True,High-volume non/under-user
HCP02063,Pediatrician,TR07,North,T3,261.0,0.167,0.705,False,Low-opportunity
HCP02064,Obstetrician-Gynecologist,TR29,South,T2,78.0,0.061,0.528,True,Low-opportunity
HCP02065,General Practitioner,TR22,Central,T3,92.0,0.122,0.736,True,Low-opportunity
HCP02066,Pediatrician,TR04,North,T2,347.0,0.251,0.603,False,Emerging
HCP02067,Pediatrician,TR04,North,T2,95.0,0.169,0.498,False,Low-opportunity
HCP02068,Neonatologist,TR31,East,T1,425.0,0.401,0.444,True,High-volume advocate
HCP02069,Neonatologist,TR19,Central,T2,182.0,0.192,0.766,False,Emerging
HCP02070,Pediatrician,TR06,North,T2,131.0,0.318,0.699,True,Low-opportunity
HCP02071,Pediatrician,TR31,East,T1,363.0,0.175,0.828,False,Emerging
HCP02072,Pediatrician,TR26,South,T1,560.0,0.179,0.699,True,High-volume non/under-user
HCP02073,General Practitioner,TR16,West,T1,103.0,0.069,0.619,False,Low-opportunity
HCP02074,Pediatrician,TR16,West,T1,336.0,0.205,0.367,False,Low-opportunity
HCP02075,Pediatrician,TR24,South,T1,751.0,0.148,0.704,False,High-volume non/under-user
HCP02076,Pediatrician,TR13,West,T1,471.0,0.605,0.759,True,High-volume advocate
HCP02077,Neonatologist,TR36,East,T2,341.0,0.282,0.559,True,High-volume non/under-user
HCP02078,Pediatrician,TR28,South,T1,116.0,0.429,0.497,True,Low-opportunity
HCP02079,General Practitioner,TR24,South,T1,148.0,0.238,0.664,False,Emerging
HCP02080,Pediatrician,TR25,South,T3,631.0,0.247,0.677,True,High-volume non/under-user
HCP02081,General Practitioner,TR36,East,T2,269.0,0.08,0.577,False,High-volume non/under-user
HCP02082,General Practitioner,TR01,North,T1,106.0,0.198,0.581,False,Low-opportunity
HCP02083,Obstetrician-Gynecologist,TR01,North,T1,408.0,0.121,0.598,False,High-volume non/under-user
HCP02084,General Practitioner,TR28,South,T1,153.0,0.237,0.865,True,Emerging
HCP02085,Pediatrician,TR09,North,T2,270.0,0.404,0.506,True,Low-opportunity
HCP02086,Pediatrician,TR25,South,T3,246.0,0.302,0.623,True,Low-opportunity
HCP02087,Pediatrician,TR18,West,T3,501.0,0.32,0.563,True,High-volume non/under-user
HCP02088,Pediatrician,TR13,West,T1,294.0,0.176,0.831,False,Low-opportunity
HCP02089,Neonatologist,TR10,North,T2,358.0,0.232,0.404,False,High-volume non/under-user
HCP02090,Pediatrician,TR28,South,T1,473.0,0.262,0.681,True,High-volume non/under-user
HCP02091,Obstetrician-Gynecologist,TR06,North,T2,146.0,0.353,0.873,True,Emerging
HCP02092,Pediatrician,TR05,North,T2,157.0,0.414,,False,Low-opportunity
HCP02093,Obstetrician-Gynecologist,TR16,West,T1,73.0,0.161,0.281,False,Low-opportunity
HCP02094,Obstetrician-Gynecologist,TR04,North,T2,102.0,0.175,0.846,True,Low-opportunity
HCP02095,General Practitioner,TR24,South,T1,130.0,0.116,0.775,False,Low-opportunity
HCP02096,Pediatrician,TR36,East,T2,298.0,0.233,0.492,False,Low-opportunity
HCP02097,Obstetrician-Gynecologist,TR27,South,T2,79.0,0.054,0.445,False,Low-opportunity
HCP02098,Obstetrician-Gynecologist,TR23,South,T1,114.0,0.042,0.536,False,Low-opportunity
HCP02099,Pediatrician,TR14,West,T1,606.0,0.382,0.211,True,High-volume non/under-user
HCP02100,Neonatologist,TR36,East,T2,182.0,0.328,0.533,True,Low-opportunity
HCP02101,Obstetrician-Gynecologist,TR31,East,T1,47.0,0.18,0.818,False,Low-opportunity
HCP02102,Pediatrician,TR29,South,T2,618.0,0.158,0.735,False,High-volume non/under-user
HCP02103,Pediatrician,TR09,North,T2,222.0,0.218,,False,Low-opportunity
HCP02104,Pediatrician,TR04,North,T2,302.0,0.239,0.497,False,Low-opportunity
HCP02105,Pediatrician,TR06,North,T2,501.0,0.391,0.593,False,High-volume non/under-user
HCP02106,Obstetrician-Gynecologist,TR11,North,T3,51.0,0.137,0.782,False,Low-opportunity
HCP02107,Obstetrician-Gynecologist,TR02,North,T1,203.0,0.136,0.601,False,High-volume non/under-user
HCP02108,Pediatrician,TR31,East,T1,358.0,0.327,0.322,False,Low-opportunity
HCP02109,General Practitioner,TR07,North,T3,72.0,0.02,0.504,False,Low-opportunity
HCP02110,Pediatrician,TR09,North,T2,448.0,0.113,0.473,False,High-volume non/under-user
HCP02111,Pediatrician,TR31,East,T1,277.0,0.417,0.527,True,Low-opportunity
HCP02112,General Practitioner,TR34,East,T3,86.0,0.033,0.519,False,Low-opportunity
HCP02113,General Practitioner,TR09,North,T2,234.0,0.333,0.596,True,High-volume non/under-user
HCP02114,Pediatrician,TR12,West,T1,444.0,0.609,0.602,True,High-volume advocate
HCP02115,Pediatrician,TR28,South,T1,244.0,0.568,0.588,True,Low-opportunity
HCP02116,Obstetrician-Gynecologist,TR35,East,T2,120.0,0.038,0.69,False,Emerging
HCP02117,Pediatrician,TR24,South,T1,524.0,0.393,0.424,False,High-volume non/under-user
HCP02118,Pediatrician,TR16,West,T1,647.0,0.106,0.617,True,High-volume non/under-user
HCP02119,Neonatologist,TR24,South,T1,208.5,0.154,0.629,False,Emerging
HCP02120,Obstetrician-Gynecologist,TR28,South,T1,160.0,0.038,,False,High-volume non/under-user
HCP02121,General Practitioner,TR03,North,T2,173.0,0.255,0.22,True,Low-opportunity
HCP02122,Pediatrician,TR16,West,T1,447.0,0.227,0.405,True,High-volume non/under-user
HCP02123,General Practitioner,TR30,South,T2,110.0,0.028,0.358,False,Low-opportunity
HCP02124,General Practitioner,TR26,South,T1,232.0,0.062,0.797,False,High-volume non/under-user
HCP02125,Pediatrician,TR05,North,T2,500.0,0.26,0.819,False,High-volume non/under-user
HCP02126,Pediatrician,TR27,South,T2,365.0,0.23,0.519,False,Low-opportunity
HCP02127,Pediatrician,TR24,South,T1,243.0,0.275,0.371,True,Low-opportunity
HCP02128,Pediatrician,TR11,North,T3,534.0,0.387,0.675,True,High-volume non/under-user
HCP02129,Neonatologist,TR13,West,T1,311.0,0.306,0.777,False,High-volume non/under-user
HCP02130,General Practitioner,TR13,West,T1,350.0,0.329,0.959,True,High-volume non/under-user
HCP02131,Pediatrician,TR36,East,T2,1556.0,0.358,0.564,True,High-volume non/under-user
HCP02132,Pediatrician,TR07,North,T3,193.0,0.11,0.314,False,Low-opportunity
HCP02133,Pediatrician,TR29,South,T2,356.0,0.127,0.42,True,Low-opportunity
HCP02134,Pediatrician,TR19,Central,T2,218.0,0.086,0.765,False,Low-opportunity
HCP02135,Pediatrician,TR31,East,T1,272.0,0.508,0.546,True,Low-opportunity
HCP02136,Neonatologist,TR36,East,T2,106.0,0.111,0.603,False,Low-opportunity
HCP02137,Obstetrician-Gynecologist,TR34,East,T3,100.0,0.131,0.476,False,Low-opportunity
HCP02138,Neonatologist,TR30,South,T2,187.0,0.187,0.622,False,Emerging
HCP02139,Pediatrician,TR15,West,T2,323.0,0.147,0.653,False,Emerging
HCP02140,Obstetrician-Gynecologist,TR12,West,T1,134.0,0.258,0.745,False,Emerging
HCP02141,General Practitioner,TR13,West,T1,191.0,0.124,0.642,False,High-volume non/under-user
HCP02142,Pediatrician,TR24,South,T1,471.0,0.145,0.646,False,High-volume non/under-user
HCP02143,Pediatrician,TR13,West,T1,286.0,0.306,0.637,False,Low-opportunity
HCP02144,Pediatrician,TR16,West,T1,385.0,0.302,0.875,False,Emerging
HCP02145,Pediatrician,TR02,North,T1,279.0,0.339,0.655,False,Low-opportunity
HCP02146,Obstetrician-Gynecologist,TR28,South,T1,59.0,0.454,0.252,True,Low-opportunity
HCP02147,General Practitioner,TR03,North,T2,34.0,0.033,0.555,False,Low-opportunity
HCP02148,Neonatologist,TR13,West,T1,205.0,0.214,0.676,True,Emerging
HCP02149,General Practitioner,TR23,South,T1,272.0,0.198,0.787,True,High-volume non/under-user
HCP02150,Pediatrician,TR19,Central,T2,251.0,0.258,0.582,False,Low-opportunity
HCP02151,Pediatrician,TR31,East,T1,509.0,0.597,0.629,True,High-volume advocate
HCP02152,Pediatrician,TR24,South,T1,247.0,0.136,0.603,False,Low-opportunity
HCP02153,Obstetrician-Gynecologist,TR28,South,T1,150.0,0.096,0.687,True,Emerging
HCP02154,Pediatrician,TR12,West,T1,240.0,0.246,0.377,True,Low-opportunity
HCP02155,Pediatrician,TR04,North,T2,252.0,0.139,0.142,False,Low-opportunity
HCP02156,Pediatrician,TR27,South,T2,576.0,0.41,0.49,False,High-volume advocate
HCP02157,Obstetrician-Gynecologist,TR05,North,T2,88.0,0.136,0.361,True,Low-opportunity
HCP02158,Pediatrician,TR29,South,T2,416.0,0.349,0.642,True,Emerging
HCP02159,Pediatrician,TR34,East,T3,385.0,0.209,0.378,True,Low-opportunity
HCP02160,General Practitioner,TR12,West,T1,175.0,0.027,0.489,False,Low-opportunity
HCP02161,Pediatrician,TR27,South,T2,290.0,0.559,0.566,True,Low-opportunity
HCP02162,General Practitioner,TR16,West,T1,284.0,0.078,0.545,False,High-volume non/under-user
HCP02163,General Practitioner,TR12,West,T1,152.0,0.102,0.351,False,Low-opportunity
HCP02164,Pediatrician,TR16,West,T1,458.0,0.225,0.672,True,High-volume non/under-user
HCP02165,Pediatrician,TR24,South,T1,512.0,0.527,0.696,True,High-volume advocate
HCP02166,Pediatrician,TR36,East,T2,248.0,0.263,0.465,False,Low-opportunity
HCP02167,Pediatrician,TR12,West,T1,163.0,0.091,0.751,False,Low-opportunity
HCP02168,General Practitioner,TR26,South,T1,292.0,0.033,0.217,False,High-volume non/under-user
HCP02169,Pediatrician,TR13,West,T1,201.0,0.584,0.463,True,Low-opportunity
HCP02170,Pediatrician,TR11,North,T3,256.0,0.155,0.412,True,Low-opportunity
HCP02171,General Practitioner,TR24,South,T1,150.0,0.183,0.268,False,Low-opportunity
HCP02172,General Practitioner,TR27,South,T2,110.0,0.095,0.485,False,Low-opportunity
HCP02173,Obstetrician-Gynecologist,TR26,South,T1,98.0,0.077,0.309,False,Low-opportunity
HCP02174,Obstetrician-Gynecologist,TR34,East,T3,170.0,0.2,0.508,False,High-volume non/under-user
HCP02175,Pediatrician,TR03,North,T2,345.0,0.39,0.457,True,Low-opportunity
HCP02176,Pediatrician,TR20,Central,T2,704.0,0.44,0.431,True,High-volume advocate
HCP02177,General Practitioner,TR12,West,T1,186.0,0.21,0.218,False,Low-opportunity
HCP02178,General Practitioner,TR28,South,T1,92.0,0.263,0.66,False,Low-opportunity
HCP02179,Pediatrician,TR02,North,T1,275.0,0.616,0.867,True,Low-opportunity
HCP02180,Neonatologist,TR06,North,T2,57.0,0.416,0.582,True,Low-opportunity
HCP02181,General Practitioner,TR28,South,T1,318.0,0.256,0.454,False,High-volume non/under-user
HCP02182,Pediatrician,TR14,West,T1,1041.0,0.283,0.469,False,High-volume non/under-user
HCP02183,General Practitioner,TR25,South,T3,140.0,0.052,0.33,False,Low-opportunity
HCP02184,Pediatrician,TR36,East,T2,595.0,0.338,0.368,True,High-volume non/under-user
HCP02185,Neonatologist,TR16,West,T1,264.0,0.176,0.594,False,Low-opportunity
HCP02186,Pediatrician,TR19,Central,T2,320.0,0.088,0.875,False,Emerging
HCP02187,General Practitioner,TR35,East,T2,110.0,0.148,0.667,True,Low-opportunity
HCP02188,General Practitioner,TR27,South,T2,141.0,0.08,0.648,False,Emerging
HCP02189,Pediatrician,TR08,North,T2,249.0,0.761,0.385,True,Low-opportunity
HCP02190,General Practitioner,TR28,South,T1,106.0,0.154,0.592,False,Low-opportunity
