consumer_id,child_age_group,region,city_tier,parent_age_group,income_band,awareness,purchase_channel,purchase_frequency,price_sensitivity,brand_trust,recommendation_source,adherence_score,aware_of_recall,current_brand
CON02211,6-12 years,South,T1,18-24,50k-1L,3,Pharmacy Chain,One-time,4,2,Family/Friends,0.284,True,Not currently buying
CON02212,0-12 months,North,T1,35-39,>1L,3,Quick Commerce,Monthly,3,4,Family/Friends,0.771,True,Other brand
CON02213,1-5 years,North,T1,25-29,>1L,4,Pharmacy Chain,Every 2-3 months,1,5,Family/Friends,0.532,False,DePURA Kids
CON02214,6-12 years,North,T2,35-39,25k-50k,4,E-Pharmacy,Monthly,4,3,Pediatrician,0.726,False,Other brand
CON02215,6-12 years,West,T1,30-34,50k-1L,2,Pharmacy Chain,Every 2-3 months,3,3,Pharmacist,0.572,False,Other brand
CON02216,0-12 months,Central,T2,40+,25k-50k,4,Pharmacy Chain,Occasionally,3,3,Pharmacist,0.334,False,Other brand
CON02217,0-12 months,South,T2,40+,<25k,3,Retail Chemist,Every 2-3 months,4,5,Pediatrician,0.575,False,DePURA Kids
CON02218,0-12 months,North,T1,40+,50k-1L,4,Pharmacy Chain,Monthly,2,4,Pediatrician,0.751,False,DePURA Kids
CON02219,6-12 years,South,T1,35-39,<25k,3,Quick Commerce,Monthly,2,4,Pediatrician,0.737,False,Other brand
CON02220,0-12 months,South,T1,35-39,50k-1L,4,Retail Chemist,Every 2-3 months,2,5,Pharmacist,0.602,False,Other brand
CON02221,0-12 months,Central,T2,40+,>1L,3,Hospital Pharmacy,Occasionally,2,3,Pharmacist,0.475,False,Not currently buying
CON02222,0-12 months,North,T2,35-39,50k-1L,2,Retail Chemist,Monthly,3,2,Gynecologist,0.714,True,Not currently buying
CON02223,13-18 years,North,T1,25-29,<25k,3,Pharmacy Chain,Every 2-3 months,4,3,Gynecologist,0.607,True,Other brand
CON02224,1-5 years,North,T2,18-24,25k-50k,4,E-Pharmacy,Every 2-3 months,3,5,Pediatrician,0.601,False,Other brand
CON02225,0-12 months,West,T1,25-29,>1L,4,Hospital Pharmacy,Monthly,1,5,Pediatrician,1.0,False,DePURA Kids
CON02226,1-5 years,Central,T2,35-39,>1L,4,Quick Commerce,Every 2-3 months,3,4,Pediatrician,0.553,False,DePURA Kids
CON02227,1-5 years,West,T1,35-39,50k-1L,5,Pharmacy Chain,Monthly,2,4,Pediatrician,0.722,False,Other brand
CON02228,0-12 months,Central,T3,18-24,25k-50k,4,Retail Chemist,Every 2-3 months,4,5,Gynecologist,0.557,False,Other brand
CON02229,13-18 years,East,T1,25-29,50k-1L,4,Retail Chemist,Monthly,2,5,Pediatrician,0.725,True,DePURA Kids
CON02230,1-5 years,North,T2,30-34,50k-1L,3,Quick Commerce,Every 2-3 months,3,2,Family/Friends,0.502,True,Other brand
CON02231,0-12 months,East,T3,35-39,>1L,3,Retail Chemist,Monthly,3,3,Online/Social media,0.792,False,Not currently buying
CON02232,6-12 years,North,T2,25-29,25k-50k,4,Retail Chemist,Every 2-3 months,4,4,Pediatrician,0.522,False,Other brand
CON02233,0-12 months,Central,T2,18-24,50k-1L,4,E-Pharmacy,Monthly,3,3,Pediatrician,0.709,True,DePURA Kids
CON02234,0-12 months,South,T2,30-34,50k-1L,5,Retail Chemist,Every 2-3 months,3,5,Pediatrician,0.534,False,Other brand
CON02235,0-12 months,South,T1,18-24,>1L,5,E-Pharmacy,Monthly,2,4,Online/Social media,0.803,False,Not currently buying
CON02236,13-18 years,South,T1,35-39,50k-1L,3,E-Pharmacy,Every 2-3 months,4,4,Family/Friends,0.626,False,Other brand
CON02237,1-5 years,South,T1,30-34,50k-1L,3,Pharmacy Chain,Every 2-3 months,2,3,Gynecologist,0.525,False,DePURA Kids
CON02238,6-12 years,North,T1,25-29,>1L,3,Retail Chemist,One-time,4,4,Pharmacist,0.263,True,Other brand
CON02239,0-12 months,Central,T2,30-34,<25k,3,Quick Commerce,Monthly,4,4,Pediatrician,0.838,False,Other brand
CON02240,13-18 years,West,T2,30-34,25k-50k,2,Retail Chemist,Monthly,3,5,Pediatrician,0.747,False,DePURA Kids
CON02241,6-12 years,East,T2,25-29,50k-1L,4,Quick Commerce,One-time,4,3,Online/Social media,0.242,True,Other brand
CON02242,6-12 years,East,T3,35-39,<25k,5,Retail Chemist,Monthly,4,5,Pediatrician,0.731,False,DePURA Kids
CON02243,13-18 years,North,T3,35-39,<25k,4,Hospital Pharmacy,Monthly,4,4,Pediatrician,0.744,False,Other brand
CON02244,0-12 months,South,T1,40+,25k-50k,3,Retail Chemist,Monthly,4,4,Pediatrician,0.83,False,Other brand
CON02245,6-12 years,North,T2,35-39,50k-1L,2,Quick Commerce,Occasionally,3,4,Gynecologist,0.334,False,Other brand
CON02246,0-12 months,South,T2,25-29,25k-50k,4,Pharmacy Chain,One-time,3,4,Pharmacist,0.288,True,Not currently buying
CON02247,0-12 months,West,T1,25-29,50k-1L,3,Quick Commerce,Monthly,2,3,Family/Friends,0.938,False,Other brand
CON02248,1-5 years,South,T2,30-34,50k-1L,4,Retail Chemist,Monthly,2,3,Pharmacist,0.825,False,Other brand
CON02249,1-5 years,North,T1,25-29,50k-1L,5,E-Pharmacy,Every 2-3 months,2,4,Pediatrician,0.504,False,DePURA Kids
CON02250,1-5 years,South,T1,35-39,>1L,3,Retail Chemist,Every 2-3 months,2,3,Pediatrician,0.699,True,Other brand
CON02251,0-12 months,West,T1,30-34,25k-50k,4,Hospital Pharmacy,Monthly,3,3,Pediatrician,0.871,False,Other brand
CON02252,0-12 months,South,T2,30-34,50k-1L,4,Hospital Pharmacy,Monthly,3,5,Pediatrician,0.826,False,Not currently buying
CON02253,1-5 years,North,T2,30-34,25k-50k,4,E-Pharmacy,Every 2-3 months,4,3,Pharmacist,0.581,True,Other brand
CON02254,13-18 years,East,T1,30-34,50k-1L,5,Retail Chemist,Monthly,2,4,Pediatrician,0.734,False,Other brand
CON02255,1-5 years,South,T3,25-29,>1L,2,Retail Chemist,Monthly,3,5,Pediatrician,0.713,False,Other brand
CON02256,1-5 years,West,T1,30-34,25k-50k,3,Quick Commerce,Monthly,2,3,Gynecologist,0.78,False,Not currently buying
CON02257,0-12 months,West,T1,35-39,50k-1L,3,Retail Chemist,Every 2-3 months,5,4,Pediatrician,0.529,False,Other brand
CON02258,13-18 years,West,T1,25-29,>1L,3,E-Pharmacy,Monthly,2,3,Pediatrician,0.885,False,Other brand
CON02259,0-12 months,South,T1,25-29,25k-50k,3,Pharmacy Chain,Every 2-3 months,4,3,Pharmacist,0.611,False,Other brand
CON02260,1-5 years,North,T1,35-39,<25k,3,Quick Commerce,One-time,3,4,Pharmacist,0.196,False,Other brand
CON02261,6-12 years,South,T1,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,5,5,Pediatrician,0.646,False,DePURA Kids
CON02262,6-12 years,South,T1,25-29,25k-50k,4,Hospital Pharmacy,Occasionally,5,5,Pediatrician,0.396,False,Other brand
CON02263,0-12 months,North,T3,25-29,<25k,5,Retail Chemist,Occasionally,5,5,Pediatrician,0.496,False,DePURA Kids
CON02264,0-12 months,North,T2,25-29,25k-50k,4,Pharmacy Chain,Every 2-3 months,5,3,Pediatrician,0.664,True,Other brand
CON02265,0-12 months,East,T2,30-34,25k-50k,3,Retail Chemist,Every 2-3 months,3,4,Family/Friends,0.516,False,Other brand
CON02266,13-18 years,South,T1,35-39,50k-1L,4,Retail Chemist,Monthly,4,2,Pharmacist,0.713,True,Other brand
CON02267,6-12 years,South,T1,30-34,<25k,3,Retail Chemist,Every 2-3 months,3,4,Online/Social media,0.539,False,Not currently buying
CON02268,0-12 months,South,T1,25-29,50k-1L,3,Quick Commerce,Monthly,3,3,Pediatrician,0.703,True,Not currently buying
CON02269,6-12 years,North,T3,25-29,<25k,4,Retail Chemist,Monthly,4,3,Pediatrician,0.789,False,Other brand
CON02270,0-12 months,South,T2,35-39,50k-1L,2,Retail Chemist,Every 2-3 months,4,5,Pediatrician,0.648,False,Other brand
CON02271,1-5 years,West,T3,30-34,<25k,5,Retail Chemist,Every 2-3 months,5,4,Gynecologist,0.57,False,DePURA Kids
CON02272,1-5 years,North,T3,25-29,50k-1L,3,Retail Chemist,Monthly,2,3,Pediatrician,0.808,False,Other brand
CON02273,0-12 months,South,T1,35-39,50k-1L,3,Quick Commerce,Monthly,4,4,Pediatrician,0.701,False,Other brand
CON02274,13-18 years,East,T1,30-34,50k-1L,3,Pharmacy Chain,Monthly,2,3,Gynecologist,0.767,False,Other brand
CON02275,0-12 months,South,T1,35-39,25k-50k,2,Pharmacy Chain,Occasionally,4,4,Online/Social media,0.449,False,Other brand
CON02276,0-12 months,South,T1,18-24,>1L,4,E-Pharmacy,Every 2-3 months,2,3,Pharmacist,0.61,False,Other brand
CON02277,6-12 years,West,T1,35-39,25k-50k,4,Retail Chemist,Every 2-3 months,3,4,Pharmacist,0.614,False,Not currently buying
CON02278,0-12 months,West,T1,35-39,50k-1L,3,Retail Chemist,Every 2-3 months,2,2,Pediatrician,0.667,True,Other brand
CON02279,6-12 years,South,T2,35-39,50k-1L,3,E-Pharmacy,Occasionally,3,4,Family/Friends,0.346,False,Other brand
CON02280,6-12 years,South,T2,35-39,25k-50k,3,Retail Chemist,Monthly,3,5,Pediatrician,1.0,False,DePURA Kids
CON02281,6-12 years,East,T1,25-29,50k-1L,5,E-Pharmacy,Every 2-3 months,3,4,Online/Social media,0.518,False,Other brand
CON02282,6-12 years,East,T3,25-29,50k-1L,4,Retail Chemist,Every 2-3 months,4,1,Online/Social media,0.557,True,DePURA Kids
CON02283,6-12 years,West,T1,30-34,50k-1L,5,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.566,True,Other brand
CON02284,0-12 months,South,T1,35-39,25k-50k,4,Retail Chemist,Every 2-3 months,3,5,Pediatrician,0.608,False,DePURA Kids
CON02285,1-5 years,Central,T3,30-34,<25k,5,Retail Chemist,Monthly,4,3,Pediatrician,0.839,True,Other brand
CON02286,1-5 years,West,T1,30-34,25k-50k,3,E-Pharmacy,Every 2-3 months,3,2,Pharmacist,0.586,True,Other brand
CON02287,0-12 months,Central,T3,30-34,>1L,3,Pharmacy Chain,Monthly,3,4,Pediatrician,0.907,False,Not currently buying
CON02288,0-12 months,East,T2,30-34,25k-50k,3,Pharmacy Chain,Every 2-3 months,4,2,Online/Social media,0.582,True,Other brand
CON02289,1-5 years,East,T3,30-34,25k-50k,3,Retail Chemist,Every 2-3 months,4,5,Pediatrician,0.688,False,Not currently buying
CON02290,1-5 years,Central,T2,25-29,50k-1L,3,Retail Chemist,Monthly,2,5,Pediatrician,0.749,False,Other brand
CON02291,0-12 months,North,T2,35-39,25k-50k,3,Retail Chemist,Monthly,4,3,Pediatrician,0.955,False,Other brand
CON02292,1-5 years,South,T2,30-34,50k-1L,5,Quick Commerce,Monthly,3,5,Family/Friends,0.75,False,DePURA Kids
CON02293,13-18 years,East,T1,35-39,25k-50k,4,Retail Chemist,Occasionally,3,4,Pediatrician,0.438,False,Other brand
CON02294,1-5 years,Central,T3,25-29,<25k,5,E-Pharmacy,Every 2-3 months,5,3,Pediatrician,0.516,False,Not currently buying
CON02295,0-12 months,West,T3,18-24,25k-50k,2,Retail Chemist,Occasionally,3,3,Family/Friends,0.346,False,Not currently buying
CON02296,0-12 months,North,T3,30-34,25k-50k,3,Retail Chemist,Occasionally,4,4,Pediatrician,0.473,False,DePURA Kids
CON02297,1-5 years,West,T1,30-34,25k-50k,3,Retail Chemist,Occasionally,3,3,Gynecologist,0.335,False,DePURA Kids
CON02298,0-12 months,North,T1,35-39,50k-1L,3,E-Pharmacy,Every 2-3 months,2,4,Pharmacist,0.579,False,DePURA Kids
CON02299,1-5 years,West,T1,25-29,25k-50k,4,Pharmacy Chain,Monthly,2,4,Pediatrician,0.931,False,Other brand
CON02300,1-5 years,North,T2,35-39,50k-1L,4,Retail Chemist,Monthly,2,4,Pediatrician,0.751,False,Other brand
CON02301,0-12 months,Central,T2,25-29,50k-1L,3,Retail Chemist,Monthly,3,4,Pediatrician,0.72,True,Not currently buying
CON02302,0-12 months,North,T3,30-34,<25k,4,Retail Chemist,Monthly,3,4,Pediatrician,0.748,False,DePURA Kids
CON02303,0-12 months,East,T1,30-34,50k-1L,4,E-Pharmacy,Every 2-3 months,4,3,Gynecologist,0.598,False,Other brand
CON02304,0-12 months,North,T2,30-34,<25k,3,E-Pharmacy,Monthly,3,5,Pediatrician,0.746,False,Not currently buying
CON02305,0-12 months,West,T1,25-29,>1L,2,Quick Commerce,Every 2-3 months,2,3,Pharmacist,0.529,False,Other brand
CON02306,13-18 years,North,T2,30-34,25k-50k,3,E-Pharmacy,Monthly,5,3,Family/Friends,0.847,False,Other brand
CON02307,1-5 years,Central,T3,18-24,25k-50k,5,Retail Chemist,Occasionally,3,3,Gynecologist,0.417,False,Other brand
CON02308,0-12 months,West,T1,30-34,>1L,5,Quick Commerce,Monthly,1,3,Pediatrician,0.896,True,DePURA Kids
CON02309,0-12 months,North,T2,35-39,<25k,5,Retail Chemist,Monthly,2,4,Pharmacist,0.759,False,Not currently buying
CON02310,0-12 months,South,T1,25-29,25k-50k,4,Quick Commerce,Monthly,4,3,Gynecologist,0.938,False,Other brand
CON02311,13-18 years,Central,T3,30-34,>1L,4,Quick Commerce,Every 2-3 months,3,4,Pharmacist,0.613,False,Other brand
CON02312,6-12 years,North,T2,25-29,<25k,4,Quick Commerce,Occasionally,3,4,Pediatrician,0.39,False,Other brand
CON02313,1-5 years,East,T2,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,2,3,Pharmacist,0.517,True,Other brand
CON02314,6-12 years,South,T1,30-34,>1L,3,E-Pharmacy,Monthly,4,3,Pediatrician,0.778,True,Not currently buying
CON02315,13-18 years,South,T1,40+,>1L,3,E-Pharmacy,Occasionally,3,5,Family/Friends,0.357,False,Not currently buying
CON02316,6-12 years,East,T3,30-34,25k-50k,2,Hospital Pharmacy,Monthly,4,5,Pediatrician,0.738,False,Other brand
CON02317,0-12 months,South,T2,25-29,<25k,4,Retail Chemist,Every 2-3 months,3,4,Pediatrician,0.677,True,DePURA Kids
CON02318,1-5 years,West,T3,18-24,50k-1L,5,Retail Chemist,Monthly,2,3,Pediatrician,0.843,False,Not currently buying
CON02319,1-5 years,East,T2,25-29,50k-1L,3,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.684,False,Other brand
CON02320,0-12 months,South,T1,30-34,>1L,5,Retail Chemist,Monthly,3,3,Pediatrician,0.784,False,Other brand
CON02321,6-12 years,North,T2,30-34,<25k,3,Retail Chemist,Occasionally,4,4,Pharmacist,0.43,False,Other brand
CON02322,6-12 years,North,T2,35-39,25k-50k,3,Quick Commerce,Every 2-3 months,5,4,Pediatrician,0.617,False,Other brand
CON02323,0-12 months,North,T2,25-29,25k-50k,4,E-Pharmacy,Every 2-3 months,3,5,Pharmacist,0.509,False,Other brand
CON02324,0-12 months,West,T1,30-34,>1L,5,Pharmacy Chain,Monthly,2,4,Pediatrician,0.806,True,Other brand
CON02325,0-12 months,North,T1,25-29,>1L,4,E-Pharmacy,Every 2-3 months,3,3,Pediatrician,0.691,False,Not currently buying
CON02326,6-12 years,Central,T3,30-34,<25k,5,Retail Chemist,Occasionally,4,4,Gynecologist,0.428,False,Other brand
CON02327,6-12 years,West,T1,30-34,25k-50k,3,Quick Commerce,Occasionally,2,4,Pharmacist,0.396,False,Other brand
CON02328,1-5 years,West,T1,35-39,50k-1L,4,Pharmacy Chain,Occasionally,3,3,Pharmacist,0.487,True,Other brand
CON02329,6-12 years,West,T1,30-34,50k-1L,3,Quick Commerce,Occasionally,3,3,Pharmacist,0.328,True,Other brand
CON02330,6-12 years,West,T1,35-39,50k-1L,3,Quick Commerce,Monthly,3,2,Pharmacist,0.803,True,DePURA Kids
CON02331,0-12 months,East,T2,40+,50k-1L,1,Retail Chemist,Occasionally,4,5,Gynecologist,0.41,False,Other brand
CON02332,1-5 years,West,T1,40+,>1L,3,Pharmacy Chain,Occasionally,2,2,Family/Friends,0.453,False,Other brand
CON02333,1-5 years,East,T2,35-39,<25k,2,Retail Chemist,Monthly,4,4,Family/Friends,0.778,False,Other brand
CON02334,0-12 months,East,T1,30-34,25k-50k,5,E-Pharmacy,Every 2-3 months,4,4,Pediatrician,0.538,False,Other brand
CON02335,1-5 years,West,T1,25-29,>1L,5,E-Pharmacy,Monthly,2,4,Pediatrician,0.777,False,DePURA Kids
CON02336,0-12 months,North,T1,25-29,<25k,3,Quick Commerce,Monthly,5,4,Gynecologist,0.842,False,Other brand
CON02337,0-12 months,East,T1,30-34,>1L,4,Retail Chemist,Monthly,1,5,Pediatrician,0.818,False,Other brand
CON02338,1-5 years,North,T2,30-34,25k-50k,2,Retail Chemist,Occasionally,4,4,Pharmacist,0.446,False,Not currently buying
CON02339,0-12 months,North,T1,30-34,50k-1L,4,Quick Commerce,Monthly,3,4,Pediatrician,0.832,False,Not currently buying
CON02340,0-12 months,East,T1,35-39,>1L,5,Pharmacy Chain,Monthly,2,5,Family/Friends,0.767,False,Other brand
CON02341,6-12 years,South,T1,35-39,>1L,2,Quick Commerce,One-time,3,4,Pharmacist,0.292,False,Other brand
CON02342,0-12 months,North,T3,25-29,<25k,3,Retail Chemist,Monthly,3,4,Pediatrician,0.822,False,DePURA Kids
CON02343,0-12 months,West,T1,30-34,>1L,4,E-Pharmacy,Every 2-3 months,2,4,Online/Social media,0.585,False,Not currently buying
CON02344,1-5 years,South,T2,25-29,>1L,4,Retail Chemist,Monthly,2,4,Pediatrician,0.708,False,Other brand
CON02345,13-18 years,North,T2,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.581,True,Other brand
CON02346,0-12 months,South,T2,30-34,50k-1L,5,Quick Commerce,Monthly,3,3,Pediatrician,0.905,False,Other brand
CON02347,6-12 years,West,T2,35-39,25k-50k,5,E-Pharmacy,Monthly,2,3,Pediatrician,0.717,False,Not currently buying
CON02348,6-12 years,South,T2,40+,25k-50k,5,Retail Chemist,One-time,2,5,Family/Friends,0.268,False,Other brand
CON02349,1-5 years,South,T1,25-29,50k-1L,5,Retail Chemist,Every 2-3 months,3,4,Pediatrician,0.614,False,DePURA Kids
CON02350,13-18 years,East,T2,30-34,25k-50k,5,Pharmacy Chain,Monthly,3,5,Pediatrician,0.753,False,Other brand
CON02351,13-18 years,East,T1,25-29,50k-1L,5,Retail Chemist,Monthly,4,2,Pediatrician,0.809,True,Other brand
CON02352,0-12 months,West,T1,25-29,50k-1L,4,Retail Chemist,Monthly,3,5,Pediatrician,0.948,False,Other brand
CON02353,1-5 years,West,T3,35-39,50k-1L,4,Retail Chemist,Every 2-3 months,4,3,Pediatrician,0.518,False,Other brand
CON02354,0-12 months,East,T3,25-29,25k-50k,2,E-Pharmacy,Monthly,4,5,Pediatrician,0.72,False,DePURA Kids
CON02355,0-12 months,North,T2,40+,50k-1L,3,Pharmacy Chain,Every 2-3 months,3,4,Pediatrician,0.638,False,DePURA Kids
CON02356,0-12 months,West,T1,30-34,50k-1L,4,Retail Chemist,Monthly,3,3,Pediatrician,0.8,False,Not currently buying
CON02357,1-5 years,South,T1,25-29,>1L,4,Retail Chemist,Every 2-3 months,2,2,Family/Friends,0.691,True,Other brand
CON02358,1-5 years,West,T1,25-29,50k-1L,5,Quick Commerce,Occasionally,3,4,Pediatrician,0.444,False,Other brand
CON02359,0-12 months,North,T2,25-29,>1L,4,Retail Chemist,Monthly,2,4,Pediatrician,0.793,False,Not currently buying
CON02360,13-18 years,North,T2,30-34,<25k,5,Retail Chemist,Occasionally,4,3,Family/Friends,0.386,False,Other brand
CON02361,13-18 years,West,T1,30-34,>1L,3,Retail Chemist,Every 2-3 months,3,4,Pharmacist,0.61,False,Other brand
CON02362,1-5 years,East,T1,18-24,50k-1L,5,Pharmacy Chain,Occasionally,5,5,Pharmacist,0.445,False,DePURA Kids
CON02363,13-18 years,Central,T3,30-34,<25k,4,Retail Chemist,Every 2-3 months,4,3,Pediatrician,0.508,False,Other brand
CON02364,0-12 months,West,T1,30-34,25k-50k,4,Retail Chemist,Monthly,2,3,Pharmacist,0.818,False,Other brand
CON02365,1-5 years,North,T2,40+,>1L,2,Retail Chemist,Monthly,4,3,Pharmacist,0.935,False,Other brand
CON02366,0-12 months,South,T1,30-34,50k-1L,4,Retail Chemist,Occasionally,5,4,Pediatrician,0.341,False,Other brand
CON02367,0-12 months,North,T3,40+,25k-50k,4,E-Pharmacy,Every 2-3 months,4,4,Pediatrician,0.669,False,DePURA Kids
CON02368,1-5 years,North,T1,30-34,50k-1L,5,Retail Chemist,Every 2-3 months,3,2,Online/Social media,0.509,True,Other brand
CON02369,1-5 years,North,T1,25-29,>1L,2,Hospital Pharmacy,Every 2-3 months,2,5,Pediatrician,0.651,False,Other brand
CON02370,0-12 months,South,T1,30-34,>1L,4,Quick Commerce,Monthly,3,4,Pediatrician,1.0,False,Other brand
CON02371,0-12 months,East,T1,25-29,50k-1L,4,Retail Chemist,Occasionally,4,3,Family/Friends,0.451,False,Other brand
CON02372,6-12 years,Central,T2,18-24,25k-50k,3,E-Pharmacy,One-time,4,3,Online/Social media,0.175,True,Not currently buying
CON02373,6-12 years,West,T1,30-34,50k-1L,5,E-Pharmacy,Occasionally,3,4,Pediatrician,0.488,False,Other brand
CON02374,0-12 months,North,T2,30-34,25k-50k,5,Retail Chemist,Every 2-3 months,3,3,Pharmacist,0.577,False,DePURA Kids
CON02375,0-12 months,West,T1,25-29,50k-1L,3,Retail Chemist,Monthly,4,4,Pediatrician,0.753,False,Other brand
CON02376,6-12 years,West,T1,35-39,25k-50k,2,Pharmacy Chain,Occasionally,3,3,Pharmacist,0.469,False,Not currently buying
CON02377,6-12 years,South,T1,30-34,50k-1L,3,Pharmacy Chain,Occasionally,2,4,Pharmacist,0.49,False,Other brand
CON02378,0-12 months,East,T2,25-29,50k-1L,4,E-Pharmacy,Every 2-3 months,3,5,Online/Social media,0.583,False,Other brand
CON02379,0-12 months,North,T2,30-34,50k-1L,3,Pharmacy Chain,One-time,3,2,Pharmacist,0.296,True,Not currently buying
CON02380,0-12 months,West,T1,30-34,>1L,4,E-Pharmacy,Monthly,2,2,Gynecologist,0.866,False,Other brand
CON02381,0-12 months,South,T1,40+,50k-1L,3,Quick Commerce,Every 2-3 months,3,4,Gynecologist,0.572,False,DePURA Kids
CON02382,6-12 years,West,T1,40+,25k-50k,3,Pharmacy Chain,Every 2-3 months,3,3,Family/Friends,0.583,True,Other brand
CON02383,6-12 years,North,T2,25-29,50k-1L,3,Retail Chemist,Every 2-3 months,4,4,Pharmacist,0.538,False,Not currently buying
CON02384,6-12 years,North,T2,35-39,50k-1L,3,Hospital Pharmacy,Every 2-3 months,4,4,Pharmacist,0.526,False,Other brand
CON02385,0-12 months,South,T1,30-34,25k-50k,5,Pharmacy Chain,Monthly,5,4,Pediatrician,0.932,False,Not currently buying
CON02386,0-12 months,South,T1,35-39,25k-50k,4,E-Pharmacy,Monthly,5,4,Pediatrician,1.0,False,Other brand
CON02387,6-12 years,South,T1,18-24,50k-1L,2,Retail Chemist,Occasionally,3,2,Pharmacist,0.497,False,Other brand
CON02388,0-12 months,South,T2,25-29,25k-50k,5,E-Pharmacy,Every 2-3 months,3,3,Gynecologist,0.671,False,Not currently buying
CON02389,6-12 years,North,T2,30-34,<25k,4,Pharmacy Chain,Occasionally,5,3,Gynecologist,0.32,False,Not currently buying
CON02390,13-18 years,West,T1,25-29,50k-1L,5,E-Pharmacy,Every 2-3 months,2,3,Pediatrician,0.527,False,DePURA Kids
CON02391,0-12 months,West,T2,35-39,25k-50k,3,Quick Commerce,Every 2-3 months,2,5,Pediatrician,0.519,True,DePURA Kids
CON02392,0-12 months,North,T2,30-34,50k-1L,4,Retail Chemist,Monthly,3,5,Pediatrician,1.0,False,DePURA Kids
CON02393,0-12 months,South,T1,30-34,>1L,3,E-Pharmacy,Occasionally,2,4,Family/Friends,0.499,False,Other brand
CON02394,1-5 years,West,T1,30-34,50k-1L,4,Retail Chemist,Monthly,3,4,Pediatrician,0.801,True,Other brand
CON02395,6-12 years,South,T1,30-34,50k-1L,3,Pharmacy Chain,Every 2-3 months,3,4,Pediatrician,0.639,False,Other brand
CON02396,0-12 months,West,T1,35-39,25k-50k,5,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.616,False,Other brand
CON02397,13-18 years,North,T2,25-29,<25k,4,Hospital Pharmacy,Every 2-3 months,3,3,Pediatrician,0.53,False,Not currently buying
CON02398,1-5 years,North,T2,25-29,50k-1L,3,Retail Chemist,Occasionally,,4,Pharmacist,0.363,False,Not currently buying
CON02399,6-12 years,Central,T2,25-29,25k-50k,4,Retail Chemist,Every 2-3 months,4,5,Pediatrician,0.611,False,DePURA Kids
CON02400,1-5 years,North,T2,35-39,25k-50k,4,Retail Chemist,One-time,3,4,Online/Social media,0.263,False,Other brand
CON02401,6-12 years,South,T3,30-34,50k-1L,4,Retail Chemist,Monthly,2,4,Pediatrician,0.736,False,Other brand
CON02402,0-12 months,South,T1,40+,25k-50k,4,E-Pharmacy,Monthly,4,3,Gynecologist,0.87,True,Other brand
CON02403,0-12 months,South,T1,40+,50k-1L,5,E-Pharmacy,Monthly,2,4,Pediatrician,1.0,False,DePURA Kids
CON02404,1-5 years,North,T2,30-34,25k-50k,3,Retail Chemist,Occasionally,4,3,Pharmacist,0.407,False,Other brand
CON02405,1-5 years,East,T1,30-34,25k-50k,3,E-Pharmacy,Every 2-3 months,2,4,Pharmacist,0.648,False,Other brand
CON02406,6-12 years,Central,T2,40+,50k-1L,3,E-Pharmacy,Monthly,3,4,Pediatrician,0.758,False,Not currently buying
CON02407,0-12 months,South,T1,35-39,>1L,5,Pharmacy Chain,Monthly,3,4,Family/Friends,0.885,False,DePURA Kids
CON02408,0-12 months,East,T2,18-24,25k-50k,4,Pharmacy Chain,Monthly,3,4,Pediatrician,0.848,False,Other brand
CON02409,0-12 months,Central,T2,30-34,25k-50k,4,Pharmacy Chain,Monthly,2,4,Pediatrician,1.0,False,Not currently buying
CON02410,6-12 years,East,T1,25-29,25k-50k,4,Pharmacy Chain,Every 2-3 months,3,4,Pediatrician,0.642,False,Other brand
CON02411,0-12 months,West,T1,25-29,50k-1L,5,Hospital Pharmacy,Monthly,5,3,Pediatrician,0.845,False,DePURA Kids
CON02412,6-12 years,South,T2,30-34,<25k,5,Quick Commerce,Monthly,4,4,Pediatrician,0.744,False,Other brand
CON02413,6-12 years,East,T3,35-39,<25k,2,Retail Chemist,Occasionally,3,4,Pediatrician,0.428,False,Other brand
CON02414,0-12 months,North,T3,25-29,<25k,4,Retail Chemist,Every 2-3 months,5,4,Pharmacist,0.532,False,Other brand
CON02415,6-12 years,Central,T2,35-39,25k-50k,5,E-Pharmacy,Monthly,3,4,Pediatrician,0.779,False,Other brand
CON02416,0-12 months,East,T3,30-34,<25k,5,Hospital Pharmacy,Every 2-3 months,4,4,Family/Friends,0.513,False,Other brand
CON02417,0-12 months,West,T1,25-29,>1L,4,Retail Chemist,Every 2-3 months,2,3,Pediatrician,0.627,False,Other brand
CON02418,0-12 months,South,T1,30-34,50k-1L,5,Retail Chemist,Every 2-3 months,5,4,Pediatrician,0.643,False,Other brand
CON02419,6-12 years,North,T2,35-39,50k-1L,3,Retail Chemist,Monthly,3,4,Pediatrician,0.753,False,Other brand
CON02420,1-5 years,West,T1,35-39,25k-50k,4,Retail Chemist,Occasionally,5,3,Pediatrician,0.389,True,Other brand
CON02421,0-12 months,South,T1,35-39,>1L,4,E-Pharmacy,Monthly,3,3,Pediatrician,0.878,False,Other brand
CON02422,0-12 months,West,T1,30-34,<25k,4,E-Pharmacy,Every 2-3 months,4,4,Pediatrician,0.597,True,Other brand
